logFC	logCPM	PValue	adj.p.value
LYRM4	-0.328907	2.91657	0.138202	0.403656
STK36	-0.250381	3.0899	0.138338	0.403928
AZIN2	-0.427778	1.60518	0.138481	0.404118
SCN2B	0.460955	1.02166	0.138482	0.404118
SRSF10	0.374434	1.86501	0.138504	0.404162
PIM1	-0.34664	1.85118	0.138672	0.404383
NOL10	-0.487973	0.800782	0.138786	0.404602
CRAMP1L	-0.28418	2.65777	0.138799	0.404618
BRD2	-0.495108	0.905987	0.138912	0.404836
EEF1A1	-0.782054	0.0442489	0.138925	0.404836
AGPAT3	-0.25871	4.64097	0.138966	0.404876
ACTR3	-0.3345	2.07541	0.139097	0.405068
TIMP2	-0.334133	2.52093	0.139099	0.405068
LETMD1	-0.464413	1.24013	0.139272	0.405243
ZNF280D	0.239078	3.18254	0.139443	0.405499
TMEM109	-0.600019	0.7584	0.139476	0.405534
IL15	0.335627	2.6744	0.139485	0.405546
CACFD1	-0.359554	1.86398	0.139648	0.405779
GM2A	-0.290958	2.40874	0.139715	0.405876
SF1	-0.65356	1.61293	0.139762	0.405946
COL1A2	0.213153	3.48308	0.139883	0.406168
RP11-498E2.7	-0.646698	0.6066	0.139928	0.406252
TMEM178A	-0.285705	2.81255	0.139975	0.406318
GALNT2	-0.226576	3.39251	0.139992	0.406342
C1orf52	-0.573554	0.749498	0.140078	0.406493
UBE3AP2	0.505429	1.43135	0.1401	0.406547
OLFML3	-0.350607	1.5365	0.140224	0.40675
IFT20	-0.506288	1.03213	0.140332	0.406936
HCN1	-0.465831	1.22762	0.140437	0.407063
TMEM52	-0.385055	1.35738	0.140446	0.40707
HSPA8	0.494216	0.977439	0.140464	0.407098
OCIAD1-AS1	0.608169	0.332693	0.140494	0.407144
FAM175B	-0.445472	1.14779	0.140529	0.407201
CIPC	1.36653	-1.25684	0.140554	0.407232
MARCKS	-0.452046	1.88244	0.140572	0.407232
MDM4	-0.301257	2.60259	0.140577	0.407232
CLIC5	0.245157	3.49814	0.140645	0.407379
DCAF8	-0.323937	2.56105	0.140854	0.407759
MYH11	-0.268369	3.26003	0.140929	0.407889
CALCOCO1	-0.250631	2.70284	0.141105	0.408183
COX11	-0.527356	0.819947	0.141259	0.408439
PABPC3	-0.430657	1.50913	0.14129	0.408471
CMTR1	-0.243865	2.80041	0.141375	0.408526
SRSF11	-0.281777	2.54029	0.141485	0.408685
TJP1	-0.188878	3.52008	0.141517	0.408685
SNAPC1	0.585212	1.22319	0.14162	0.408882
METTL9	-0.246973	2.91393	0.141797	0.409152
CNTNAP1	-0.384872	1.44668	0.141831	0.409202
FAM78A	0.307871	3.14373	0.141836	0.409202
BICC1	-0.293832	2.77915	0.141875	0.409258
LNX1-AS2	1.46845	-0.703847	0.142129	0.409595
SLC25A36	0.304022	2.57627	0.142282	0.409798
STX18-IT1	-0.461434	1.01401	0.142369	0.409924
ABCG1	-0.23527	3.57488	0.14241	0.409989
AMFR	0.217273	3.51926	0.14252	0.410252
SIPA1L1	0.147894	4.35848	0.14258	0.410336
TMEM160	-0.537761	0.833028	0.142633	0.410381
ZBTB42	-0.511579	1.45398	0.142648	0.410385
PSMA6P2	-0.786036	0.337916	0.142659	0.410385
CFAP69	0.204182	3.33199	0.142681	0.410416
ORC5	0.253932	2.5819	0.142805	0.410664
SIVA1	-0.440276	1.59484	0.143101	0.411233
TEX261	-0.509348	1.10836	0.143286	0.411514
RP11-468O2.1	0.579336	0.733254	0.14339	0.411696
FBXO38	0.206999	3.63774	0.143403	0.411696
AP2B1	0.254739	2.99734	0.143502	0.411905
BUD13	-0.462866	1.09174	0.143523	0.411917
DCAKD	-0.589892	1.09653	0.143528	0.411917
MSI2	0.176629	4.62035	0.143549	0.411941
ZNF662	-0.354926	1.86116	0.143549	0.411941
ELMOD3	-0.384603	1.73612	0.143566	0.411978
FBXO42	-0.314869	1.87841	0.143574	0.411978
EMC4	0.351153	1.65505	0.143936	0.412684
GRAMD3	0.185796	3.70057	0.144047	0.412842
RNASEL	-0.543586	0.726751	0.144126	0.412958
C16orf91	-0.493904	1.09809	0.144126	0.412958
NMT2	-0.257211	2.66617	0.14423	0.413099
UBE2Q2P1	-0.846331	-0.246529	0.144408	0.413422
PIK3R1	0.211762	3.84737	0.144424	0.413452
KLHDC10	-0.41273	1.57873	0.144506	0.41361
KIF9	-0.278001	2.18884	0.144588	0.413738
RP11-864N7.2	-1.22435	-0.621804	0.144647	0.413839
SMG8	0.433423	1.19713	0.144667	0.413873
SLC15A3	-0.269444	2.94423	0.14469	0.413915
ZNF43	-0.300943	2.54831	0.144704	0.413935
CCNG2	-0.277804	2.46858	0.144751	0.414035
VWA1	-1.57641	-1.00766	0.144768	0.414049
AKAP12	-0.241807	2.90587	0.144834	0.414117
MYLK4	0.508977	0.966262	0.144885	0.414234
BCAT1	0.356864	1.66191	0.145078	0.414521
RP11-1017G21.5	0.397209	1.36147	0.145118	0.414581
FBXL3	-0.39829	1.23673	0.145157	0.414585
MURC	0.551771	0.489605	0.14516	0.414585
EIF4G2	-1.07308	-0.39537	0.145179	0.414592
NELFCD	-0.293839	2.71175	0.14523	0.41465
CDKN1A	0.518252	1.6232	0.145264	0.41468
RPL18A	0.826869	-0.522416	0.145363	0.414831
ZNF808	0.379748	2.11472	0.14547	0.415007
BRD7P5	0.83275	-0.512791	0.145568	0.41524
ZBTB20-AS2	0.586062	0.889763	0.14559	0.41525
TBC1D10A	-0.214561	3.19307	0.14559	0.41525
TBC1D5	-0.191976	3.43871	0.14576	0.415558
AC007318.5	-1.99215	-1.38836	0.145902	0.415739
NAB1	0.283781	2.98423	0.146092	0.416003
REST	-0.406755	1.83379	0.146102	0.416014
TRAIP	-0.249169	2.95015	0.146247	0.416155
FTSJ3	-0.595334	0.261013	0.146264	0.416176
IDH1	-0.44985	0.899945	0.1463	0.416252
LIMS1	0.237201	2.92633	0.146336	0.416282
SLC37A1	-0.224274	3.05905	0.146368	0.416293
SDE2	-0.564011	0.955784	0.146576	0.416636
HSPA1B	0.509879	0.691614	0.14665	0.416734
RRP1B	-0.54816	0.731989	0.146689	0.416801
SLC6A1-AS1	-0.547959	0.417062	0.146782	0.416932
PLCL2-AS1	0.453875	0.867637	0.146843	0.417018
DUSP27	0.332886	2.1342	0.146909	0.417115
WASF3	-0.419988	1.15059	0.146914	0.417115
SLC25A6	0.392683	1.49631	0.146916	0.417115
RNPEP	-0.434158	0.927823	0.147054	0.417384
CPD	-0.256817	3.00099	0.147065	0.417396
C2CD3	0.179142	4.01156	0.147242	0.417668
PAPD5	-0.566829	1.02971	0.147243	0.417668
CGB7	-0.651922	0.662359	0.147246	0.417668
OSBPL1A	0.220899	3.2229	0.147281	0.417712
FAIM	-0.306398	2.31321	0.147292	0.417712
MNAT1	0.298746	2.63655	0.147322	0.417741
CDK16	-0.430326	1.62973	0.147413	0.417867
SUV39H2	-0.817684	0.105413	0.147579	0.418091
HECA	0.366469	1.67304	0.147611	0.41811
ZNF646	-0.885812	-0.702501	0.147619	0.418112
VPS8	0.170879	4.49273	0.147626	0.418118
SHE	-0.365203	1.70418	0.147629	0.418118
RP11-262D11.2	-0.425696	1.28584	0.147671	0.418167
ZNHIT3	-0.489194	1.1656	0.147723	0.418274
OST4	-0.506396	1.44302	0.147768	0.418356
FAM71E1	-1.89394	-1.59363	0.147917	0.418564
TCEANC	-0.361133	1.45395	0.147918	0.418564
RHOJ	0.515429	1.18113	0.148016	0.418684
MRS2	0.457939	1.32817	0.148152	0.418904
PDGFRL	-0.275487	2.32644	0.148155	0.418904
NCDN	-0.558698	1.02117	0.148162	0.418913
POLR3C	-0.3943	1.34058	0.148236	0.419045
NUDT3	0.419523	1.42155	0.148241	0.41905
MSANTD4	-0.344085	1.91704	0.148356	0.419276
RAPSN	-0.332718	2.40543	0.148377	0.419303
GSTM3	-0.391977	1.57882	0.148452	0.419402
LRRC45	-1.70718	-1.10851	0.14847	0.419402
PTPRC	0.281768	2.6917	0.148474	0.419402
TRIM50	-0.604311	1.05677	0.148506	0.419402
TBL2	-0.372074	2.12833	0.148537	0.41947
STIP1	-0.445014	2.56244	0.14855	0.419495
CEBPB	-1.32139	-1.16105	0.148578	0.419548
BLVRB	-0.632623	0.794188	0.148745	0.419759
ADAMTS9	0.191261	3.47028	0.148839	0.419863
BHMT2	0.481309	1.28429	0.148866	0.419872
SEC24D	0.224416	3.76715	0.149021	0.420043
COQ6	-0.445572	1.46738	0.14919	0.420334
CHST2	-0.564171	0.652918	0.149288	0.420522
ATXN2	-0.184774	3.57113	0.149391	0.420715
RPL41	0.453596	1.3158	0.149544	0.420969
C12orf65	-0.488283	1.31545	0.149577	0.421001
AP002414.1	-0.342856	1.62147	0.149585	0.421001
RP11-551L14.1	-0.322712	2.21138	0.149589	0.421001
MTERF3	-0.623661	0.485018	0.149594	0.421001
YWHAH	-1.37596	-0.335866	0.149613	0.421032
MYOZ2	-0.45232	1.21724	0.149782	0.4213
RFXAP	0.318511	2.05814	0.149798	0.421323
ARL6IP6	2.27177	-1.37635	0.149803	0.421327
ZNF160	-0.351254	2.58624	0.149957	0.421524
NOL3	-2.03487	-1.5366	0.149976	0.421544
CTD-2554C21.1	-0.490738	1.29208	0.149982	0.421544
RNF2	-0.427319	1.47832	0.150433	0.422243
PTPN11	-0.506408	0.685061	0.150496	0.422341
PRRC2C	0.223545	2.99424	0.15056	0.422425
XRRA1	-0.289226	3.06326	0.150592	0.422425
GAPDHP63	0.406479	1.13224	0.150713	0.422709
TDRD6	0.547838	0.659146	0.150749	0.422785
SS18L2	-0.427737	1.14708	0.150771	0.422815
MAP3K14-AS1	-0.329663	1.64171	0.150888	0.422937
DYNLRB1	-0.497353	0.946189	0.15109	0.423258
CTC-786C10.1	-0.359799	1.56211	0.151157	0.42336
KPNA1	-0.275553	2.80946	0.151209	0.423439
RP11-981G7.6	-0.407539	1.4923	0.151349	0.423623
NOTUM	-0.426789	2.06382	0.151454	0.423764
SMG7	-0.232274	2.73802	0.151489	0.423809
ASTN2-AS1	0.49033	0.864177	0.151503	0.423833
RHOT1	0.350737	1.84111	0.151524	0.42387
CCDC180	-0.193197	3.46638	0.151529	0.423872
HBB	0.575015	0.933866	0.151782	0.424286
ABCC4	0.205044	3.37599	0.151819	0.424344
OSBPL3	0.169678	3.83502	0.151865	0.42444
FBXO5	0.484704	1.06485	0.151898	0.424501
LINC01273	-0.661008	-0.038148	0.151971	0.424632
CABP4	-0.563726	0.409202	0.152013	0.424697
ELK3	-0.269369	2.97058	0.152019	0.424697
TNFAIP1	-0.56381	1.03961	0.152274	0.425131
BCAS4	-0.444499	1.12505	0.152359	0.425317
CEP128	0.177267	3.90624	0.15236	0.425317
ZBTB49	-0.473047	0.986174	0.152394	0.425373
CITED2	0.330853	1.88018	0.152431	0.425397
LINC00909	-1.85066	-1.81093	0.152503	0.425497
ACSM5	-0.295724	2.44981	0.15251	0.425506
DDX6P2	0.463905	1.12965	0.152702	0.425811
ARHGEF26-AS1	0.248113	3.1485	0.152806	0.425884
ZFYVE21	-0.426916	1.33439	0.152899	0.426074
SLC35C1	-0.321632	1.78101	0.153022	0.42622
RAPGEF6	0.186957	3.45232	0.153075	0.426279
CHPT1	0.414898	1.77353	0.15309	0.426296
RPL4P3	0.531542	0.999086	0.153272	0.426612
ZNF181	1.79413	-1.36761	0.153282	0.426612
TMEM102	-1.29305	-0.76239	0.153315	0.426631
VPS25	-0.510945	0.689085	0.153317	0.426631
ARHGEF3	0.23611	3.32306	0.153356	0.426696
UPP1	-0.249187	2.49307	0.153411	0.426731
VAMP5	0.25575	2.37651	0.153433	0.426752
CHMP7	-0.298849	2.55841	0.153454	0.426783
AZIN1	-0.252631	2.82805	0.153484	0.426819
TRAK1	0.18702	3.52809	0.153533	0.426916
MIR4426	0.405607	1.15284	0.153542	0.426928
IGBP1	-1.13168	-0.604952	0.153581	0.426962
TRIM27	-0.268123	2.55522	0.153665	0.427064
MTMR12	-0.311208	1.71246	0.153679	0.42707
NEBL	0.226406	3.91798	0.153682	0.42707
SLIT2	-0.175658	3.93329	0.153706	0.427095
SEP15	-0.458796	0.855578	0.153767	0.42718
PRKAR1AP	0.459165	0.959561	0.153798	0.427223
ZNF350	-0.38111	1.82434	0.153893	0.427432
ZKSCAN1	-0.362155	2.03253	0.154106	0.427792
ITPR3	-0.361905	1.76465	0.154133	0.427834
POLR2D	-1.67764	-1.11906	0.154216	0.427998
RSRP1	-0.590939	0.271381	0.154372	0.428288
ZNF230	-0.7254	0.381074	0.154428	0.428381
C16orf52	-0.992768	-0.208828	0.154491	0.428485
SMARCC2	-0.303646	2.02706	0.154587	0.428598
TDRP	-0.336884	2.43709	0.154855	0.428989
ZKSCAN7	-0.531591	1.65889	0.154861	0.428989
CREB5	0.142549	4.49071	0.154892	0.429028
RP11-760H22.2	-0.408931	1.06648	0.155052	0.429347
DNMBP	-0.297116	2.52936	0.155303	0.429689
CTC-543D15.7	-0.534392	0.803861	0.155382	0.429776
SLC16A7	0.213518	3.26869	0.155397	0.429788
ARSD-AS1	-0.715409	-0.173246	0.155488	0.429907
HIBADH	0.315438	1.90675	0.155577	0.430075
UBTD2	-0.423693	1.24869	0.15574	0.430338
FAM149B1	-0.237308	3.11921	0.155754	0.430355
ASCC2	-0.195723	3.95611	0.155794	0.430422
PACSIN2	-0.205481	3.55299	0.155805	0.430441
CASP6	-0.30793	2.10633	0.155835	0.430479
S100A16	-0.343923	1.95854	0.155909	0.430552
TFDP1	-0.372969	2.21539	0.155942	0.430576
NAB2	-0.686654	0.562703	0.155944	0.430576
PLAC9	-0.316389	2.01013	0.156001	0.430642
TMEM220	-0.438845	0.847032	0.156255	0.431119
SLC25A19	-0.371456	1.64018	0.156258	0.431119
TENC1	-0.400488	1.35778	0.156296	0.431179
POMZP3	-0.707165	-0.171778	0.156314	0.43119
ZFYVE1	-0.293947	2.67512	0.156358	0.431234
FAM102A	-0.224948	3.28469	0.156372	0.431248
MLH3	0.319669	2.19391	0.156467	0.431299
PHYH	0.333238	2.22486	0.156702	0.431641
HELQ	-0.542983	0.487424	0.156721	0.431653
RP11-416N2.4	-0.513603	0.477818	0.156799	0.431774
ITPKB	-0.371884	2.00634	0.156823	0.431827
GLRX3	-0.264882	2.45435	0.156959	0.432055
CHRND	-0.4277	1.28311	0.15703	0.432165
PIK3IP1	-1.23057	-0.758576	0.157098	0.432244
ARIH2	-0.283919	3.09473	0.157156	0.43236
UBAP1	0.336645	1.78955	0.157167	0.43237
NETO2	0.226529	2.69948	0.15728	0.43258
AC006116.22	-0.52751	0.801932	0.157301	0.432598
RP11-166D19.1	0.303675	2.17219	0.157379	0.432702
OAF	-0.309146	2.20052	0.157387	0.432704
PPIL3	-1.99878	-1.80083	0.157435	0.432742
SSRP1	-1.42053	-0.0907547	0.157442	0.432751
CNTN1	0.199944	3.8669	0.157461	0.432759
MRFAP1	-0.494307	0.949178	0.157618	0.433003
NRM	0.599582	-0.0328565	0.157708	0.433159
TGFBRAP1	-0.321339	2.04131	0.157741	0.433209
MS4A8	-0.327053	1.73301	0.157846	0.433287
PILRA	-0.392969	1.17736	0.157974	0.433425
SNHG12	1.05565	-0.816572	0.157974	0.433425
FAM181A	-0.432732	1.18194	0.157994	0.43344
DUSP22	-0.170284	4.35466	0.158084	0.433589
SCAF8	0.368511	1.63879	0.158132	0.433674
DEGS1	-0.369089	1.83615	0.15829	0.433955
DDO	0.427231	1.3842	0.158363	0.434088
FAM13C	0.187721	3.82179	0.158447	0.434192
ZKSCAN8	-0.64868	0.44946	0.158472	0.434221
TIGD7	-1.68088	-1.0967	0.158477	0.434221
TIMM17A	-0.505608	1.32953	0.15851	0.434271
YPEL5	-0.326231	1.87231	0.158551	0.434317
C3orf18	-0.307774	2.05781	0.158586	0.43438
ACAD8	-0.348641	1.80006	0.158596	0.434397
MEG9	-0.393907	1.09058	0.158641	0.43446
SYCP2	0.30716	2.90644	0.158697	0.434542
CCDC149	-0.196538	3.35116	0.158945	0.434956
RTN4IP1	0.320328	2.16244	0.158956	0.434968
PIK3C3	0.209965	3.43913	0.159119	0.435235
NARF	-0.704337	1.10533	0.159122	0.435235
DDX20	-0.511675	0.759672	0.159127	0.435235
THUMPD1	-0.354123	1.70187	0.159132	0.435235
HMOX1	-0.323038	2.25036	0.159146	0.435255
TOR1AIP1	-0.67322	0.0636532	0.159177	0.435326
RPS4XP14	0.950231	-0.800411	0.159247	0.43543
ZDHHC4	-0.295258	1.99388	0.159379	0.435658
API5P1	0.945328	-0.0326714	0.159407	0.435702
CLEC2D	0.562777	0.869559	0.159417	0.435705
RPS19BP1	-0.403644	1.55906	0.159657	0.435972
CRYZ	-0.620135	0.952038	0.159686	0.435979
MLX	-0.637444	-0.0105193	0.159719	0.435979
ZDHHC13	-0.233437	2.63418	0.159721	0.435979
ZNF154	-0.459025	1.32595	0.159731	0.435979
RP11-1334A24.5	-0.487978	0.744373	0.159891	0.436252
DHRS3	0.418505	2.3609	0.159936	0.436328
POC5	-0.339325	2.21807	0.159979	0.436393
SNX17	-0.933318	-0.442364	0.160036	0.436459
IGSF11-AS1	0.512334	1.01565	0.16007	0.436495
TANGO2	-0.314741	3.06609	0.160073	0.436495
WRB	-0.350007	2.80028	0.16018	0.4366
GIMAP8	-0.335062	1.76424	0.160375	0.436987
CCDC68	0.242983	2.82509	0.16045	0.437137
SNX21	1.66249	-0.991939	0.160546	0.437322
NR2C2AP	-0.539296	0.804479	0.160608	0.437413
MKS1	-0.356253	1.90904	0.16063	0.437462
ADAMTS13	-0.279574	2.28512	0.160709	0.437611
PGLS	-0.681855	0.112875	0.160745	0.437644
GON4L	-0.20527	3.69794	0.160749	0.437644
HS6ST3	-0.314517	2.40601	0.160751	0.437644
NBPF12	-0.562988	0.316347	0.160811	0.437682
ANK3	0.19293	4.76484	0.160826	0.437682
NUDT14	-0.383192	1.89007	0.160868	0.437734
RRP7A	-0.688048	0.400528	0.160897	0.437749
RAD54L2	-0.348496	2.11164	0.161031	0.437979
ANKRD46	-0.386442	2.40153	0.161065	0.438038
DNAJB14	0.304365	2.08972	0.161097	0.438076
TANC2	0.251188	3.49268	0.161131	0.43813
IP6K2	-0.228321	2.95554	0.161166	0.438156
CCNE1	-0.299671	2.48524	0.161172	0.438156
CTD-2574D22.3	-0.85671	-0.363046	0.161272	0.438304
DCLRE1C	-0.222079	2.96197	0.161315	0.438346
NAAA	-0.233858	3.0667	0.161332	0.438357
MCOLN3	0.225226	2.94544	0.161571	0.438825
PARVB	-0.158182	4.2273	0.161631	0.438859
PTP4A3	-0.383532	2.16644	0.161641	0.438866
LMOD3	0.415008	1.03079	0.161659	0.438892
MCFD2	-0.404706	0.998381	0.161707	0.438967
IKBKB	-0.297846	2.49511	0.16175	0.438995
ZNF556	-0.510841	0.908536	0.161794	0.43906
ADD1	-0.191371	4.33912	0.161827	0.439088
NCAPD2	-0.314912	2.50323	0.16183	0.439088
ZDBF2	-0.295056	2.04968	0.16185	0.439114
TANGO6	-0.208028	3.50155	0.161873	0.43914
WDHD1	0.394765	1.84141	0.161957	0.439216
POMGNT2	-0.396436	1.36585	0.161959	0.439216
PRRG3	-0.390556	1.70103	0.16196	0.439216
ATP11A-AS1	-0.478453	1.21046	0.161971	0.439221
RAF1	-0.176712	3.58794	0.162022	0.43926
CDC5L	0.404635	1.51543	0.162063	0.439315
ZNF559	-0.470688	0.912233	0.162168	0.439424
NOP14-AS1	-2.19466	-1.83646	0.162298	0.439645
IDI2-AS1	0.408224	1.88947	0.162469	0.439946
FOXN3	0.193099	3.60292	0.162471	0.439946
WDR73	-0.395199	1.68209	0.162498	0.439991
KLHL5	0.256769	2.74635	0.162568	0.440085
METAP2	-0.286864	2.17694	0.162575	0.440085
AGBL1	-0.334693	1.71356	0.162599	0.44014
AC093627.10	0.986108	-0.174796	0.162613	0.440143
GNL2	-0.249794	2.85501	0.162662	0.440213
RP4-758J18.13	-1.44723	-1.21205	0.162671	0.440214
ATP5G1P4	1.04726	-0.412866	0.162688	0.440242
COL4A5	0.268009	2.42072	0.162809	0.440357
ECHDC2	0.222707	2.78074	0.162853	0.440408
ZNF491	1.77791	-1.32239	0.162898	0.440484
TGOLN2	-0.498411	0.897227	0.162936	0.440544
TCEAL4	0.440214	1.02486	0.162965	0.440571
NMT1	-0.361719	2.95022	0.162969	0.440571
CCHCR1	-0.444148	1.49405	0.162987	0.440571
FLYWCH2	-0.359399	2.31648	0.163091	0.440687
KCNMB4	-0.299169	2.00857	0.163115	0.440706
ACP1	-0.540093	0.861543	0.163152	0.44074
CTC-239J10.1	0.58343	0.0647067	0.16322	0.440849
SUCLA2	0.267761	2.58024	0.163253	0.440916
CXCR6	-0.311571	1.89735	0.163374	0.441109
FGL2	0.427318	1.15472	0.16365	0.441567
SSFA2	0.240824	2.73342	0.16374	0.441599
NABP1	0.393212	1.19381	0.163759	0.441599
ZSCAN16	-0.493538	1.10491	0.163773	0.441599
BBS4	-0.22109	2.85006	0.163782	0.441599
SPEF2	0.15827	4.30847	0.163797	0.441623
DZIP3	-0.50066	1.07422	0.163837	0.441685
NR2F2-AS1	0.190175	3.759	0.164339	0.442404
FERMT2	-0.25433	3.37115	0.164575	0.442658
FECH	-0.439771	1.51693	0.164601	0.442686
AGL	0.240455	2.52426	0.164612	0.442692
CCDC61	-0.3934	1.95394	0.164682	0.442814
NACA3P	0.673951	-0.0404628	0.164751	0.442924
UFM1	0.436226	1.24643	0.164766	0.442953
MOB3A	-0.348916	2.58218	0.16477	0.442953
GRIA4	0.271233	2.53403	0.164799	0.442997
RNF152	-0.258272	2.46589	0.164824	0.443031
ENPEP	0.243475	3.36739	0.164915	0.44318
KCTD21	-0.565135	0.277686	0.165036	0.443353
CIB2	-0.363044	1.48041	0.165167	0.443501
RBFOX1	-0.144534	4.42206	0.165185	0.443522
ZNF417	0.777962	-0.0445327	0.165244	0.443559
LRRK1	-0.178722	3.64212	0.165296	0.443642
CSNK2A2	-0.254829	2.57098	0.165353	0.443661
IL12RB2	0.251998	2.52109	0.165353	0.443661
RTTN	0.171813	3.60459	0.165354	0.443661
LRRC28	0.207975	3.35476	0.165617	0.444092
AIP	-0.620246	1.1933	0.165766	0.444326
RPL7P9	0.518186	0.781023	0.165822	0.444355
ISLR	-0.427537	1.6031	0.165972	0.444572
OXCT1	0.273399	2.58097	0.166126	0.444783
TMEM80	-0.841138	-0.406614	0.166154	0.444835
UGCG	-0.518222	1.52586	0.166203	0.444934
SLC38A1	0.241223	2.82717	0.16644	0.445204
RNF19B	-0.463403	1.1999	0.166612	0.445477
ROCK1	0.209329	2.88862	0.16663	0.445479
RP11-329A14.1	0.482323	0.920312	0.166684	0.445548
GRIP1	0.220199	4.56793	0.166822	0.445685
SFXN5	-0.177633	4.25651	0.167012	0.446026
PSME4	0.222708	3.0092	0.167018	0.446026
ALDH16A1	-0.435741	1.20175	0.167059	0.446064
ACTR1A	-0.556626	1.01992	0.167066	0.446064
KIAA1324L	0.166213	3.77374	0.167071	0.446064
WBSCR22	-0.321415	1.97852	0.16725	0.446366
ALS2CL	-0.198866	3.49001	0.167286	0.446419
STX16	-0.489069	1.06559	0.167315	0.446454
MYO1G	-0.261644	2.2766	0.167332	0.446469
FSD2	0.484242	0.654186	0.167413	0.446558
INMT	-0.971834	-0.442574	0.167503	0.446724
FTCDNL1	0.367183	1.36709	0.167558	0.44681
STRN	0.304588	1.95164	0.16762	0.446912
RP1-273G13.2	0.458775	1.0092	0.167721	0.447091
KNOP1	-0.567018	0.974308	0.167769	0.447131
CEP97	-0.277129	2.13536	0.167772	0.447131
EPM2A	0.3192	2.40496	0.16799	0.447477
CHAF1B	0.463398	1.68384	0.168066	0.447614
ZBTB2	0.395446	1.54655	0.16816	0.447787
RP11-434B12.1	0.54815	0.846637	0.168218	0.447871
TTC14	0.580429	1.07982	0.168298	0.447968
TOMM40	-0.635184	0.320789	0.16846	0.448189
RASGRP2	-0.264228	2.77627	0.168505	0.448285
AP3M2	0.330255	2.21484	0.16862	0.44846
RPS3P6	0.417234	1.43774	0.168714	0.448665
CX3CL1	-0.306036	2.26867	0.16921	0.449519
SLC39A10	0.304018	2.33174	0.169226	0.449527
ZFYVE9	0.241459	2.58183	0.169227	0.449527
JADE1	0.353761	2.51183	0.169242	0.449527
MYH8	0.418066	1.23371	0.169314	0.449628
VWF	-0.18963	3.31236	0.169426	0.449827
IDS	-0.419778	1.42443	0.16944	0.449844
FNBP1	-0.275156	2.63299	0.169516	0.44993
MMS19	-0.354715	2.2237	0.169536	0.449931
NDUFA11	-0.591111	0.558245	0.169603	0.450016
HINT1P1	-0.63862	0.296362	0.16967	0.450099
NOS2	-0.30122	1.8218	0.169684	0.450127
OPLAH	-0.327293	1.99041	0.169757	0.450143
VANGL1	-0.208685	2.92488	0.169762	0.450144
STAG3	-0.29605	2.18302	0.169849	0.45022
MKRN9P	0.375518	1.6106	0.169892	0.450264
TRIM4	-0.345669	1.80175	0.169922	0.450304
ZNF260	-0.84784	-0.0374628	0.169963	0.450347
NCAPG2	-0.230211	3.47988	0.170006	0.450395
C1orf21	0.354546	1.81746	0.170246	0.450708
RP11-211G3.2	0.84854	-0.0661424	0.170265	0.450729
VPRBP	-0.355834	1.6156	0.170395	0.450915
RTKN	-0.237734	2.78901	0.170548	0.451169
AREG	0.320524	1.79575	0.170576	0.451208
TGDS	-0.381263	1.62643	0.170596	0.451232
C19orf44	-0.405465	1.24564	0.170633	0.45127
FOSL1	-0.390201	1.54113	0.170667	0.451327
RNF150	0.222494	3.21241	0.170705	0.451405
TMED4	0.437863	1.28278	0.170842	0.451573
GCAT	-0.957613	0.163085	0.170859	0.451578
RNF208	-0.511195	0.549871	0.170896	0.451666
BARD1	-0.3229	1.97053	0.171185	0.452132
HERC3	-0.219394	3.09372	0.171216	0.452179
CTAGE5	0.36005	2.26868	0.171308	0.452356
GBF1	-0.468453	1.51422	0.171528	0.452646
KCNJ6-AS1	0.369596	1.23477	0.171531	0.452646
STYX	-0.455345	0.99537	0.171614	0.452798
LRRC32	-0.300965	2.31397	0.171729	0.452966
APBB1	-0.305751	2.94417	0.171978	0.453276
FRG1	-0.83733	-0.11292	0.172001	0.45331
MYCT1	0.38879	1.31069	0.172056	0.453369
NBR2	0.417842	1.10981	0.172056	0.453369
GLRX2	-0.347977	1.35962	0.172101	0.453441
C15orf52	-0.287305	2.29372	0.172153	0.45348
FABP3P2	0.435443	1.31958	0.172234	0.453603
CAAP1	-0.433274	0.984871	0.172345	0.453797
ZBTB8A	-0.467301	1.04875	0.172358	0.453798
CYP2R1	-0.353686	2.03211	0.172409	0.453839
CD300LG	-0.233463	2.51946	0.172636	0.454113
SHMT2	-0.790718	-0.420228	0.17264	0.454113
SAP30L	-0.402313	1.37375	0.172711	0.45424
GFOD1	0.304157	2.21447	0.172804	0.454363
NUS1	-0.446707	0.943499	0.172951	0.454561
PIR	0.385657	1.25834	0.17301	0.45463
N6AMT2	-0.664399	0.340578	0.17303	0.454637
EIF3J	-0.501332	0.626408	0.173051	0.454662
TRAPPC12-AS1	-0.51798	0.991603	0.173107	0.454701
EIF2S2P3	-0.441485	1.03365	0.173117	0.454702
TMOD3	-0.210315	3.3247	0.173216	0.454811
PCDH18	0.37404	1.96976	0.173545	0.455347
AKIRIN1	-0.36028	1.26466	0.173574	0.455379
CTA-796E4.5	-0.5474	1.24729	0.173595	0.455398
C19orf18	-0.593355	0.897695	0.173894	0.455745
DIO3OS	-0.493416	1.16079	0.173944	0.455785
PSMB6	-0.384103	1.4009	0.173973	0.455816
ASB2	0.245236	3.02515	0.174076	0.455885
GBAS	0.392687	2.21499	0.174083	0.455885
MTA3	-0.205675	3.57238	0.17428	0.456234
CECR2	0.195686	3.58046	0.174293	0.456235
