logFC	logCPM	PValue	adj.p.value
LHFPL2	0.189324	3.88542	0.0552107	0.178857
UCHL5	0.259181	2.20894	0.0552802	0.179026
AC004967.7	0.34768	1.68796	0.055281	0.179026
SLC12A9	-0.300871	1.94145	0.0553298	0.179122
ZBTB7A	0.420866	2.42954	0.0553319	0.179122
ZNF605	-0.421074	0.326362	0.0553511	0.179163
CACNA1C-AS1	-0.313348	1.61765	0.0554257	0.17932
KIF21A	0.229944	3.81951	0.0554534	0.17937
CENPO	0.324647	1.12013	0.0554782	0.179424
CNKSR3	0.217608	3.60575	0.0555055	0.179475
RPL24P2	-0.306236	1.21308	0.0555253	0.179502
SULF1	0.147452	4.20933	0.0555664	0.179577
BMP4	0.293871	2.90242	0.0555946	0.179619
POLR1C	0.778672	-0.971275	0.0557052	0.179869
HN1	0.322608	2.66681	0.0557245	0.179906
JKAMP	0.272165	2.07501	0.0557266	0.179906
FTSJ1	0.326638	1.84377	0.0557308	0.179914
IQCJ-SCHIP1	0.248239	3.03848	0.0557782	0.180035
SMAP2	0.179342	3.74255	0.055867	0.180225
CHMP4BP1	0.379353	0.892493	0.0560478	0.180639
GLRB	0.27949	2.61961	0.0560485	0.180639
KY	0.282274	2.70432	0.0561582	0.180881
CHRNG	0.431415	1.81048	0.0561647	0.180895
KIF5B	0.323077	1.17973	0.0562516	0.181084
CYBA	-0.37755	1.62301	0.056292	0.181171
PDLIM1P1	-0.562018	-0.141823	0.0563158	0.181221
MLLT11	0.557577	0.318417	0.0563353	0.181257
KDM5A	0.185406	3.49297	0.0563957	0.181396
HSBP1P2	-0.323144	1.27171	0.0563958	0.181396
UBQLN1	0.243363	2.48846	0.0564033	0.1814
LASP1	0.326903	3.62165	0.0565012	0.181574
TMCO6	0.316107	2.33033	0.0565139	0.181596
PDIA4	0.318152	2.88729	0.0566437	0.181796
ITIH4	0.274143	2.73245	0.0566455	0.181797
LRP12	0.241543	2.19883	0.0567412	0.182005
KCND3-IT1	-0.350993	1.52782	0.0567669	0.182038
RP11-43F13.1	0.413828	1.61598	0.0567772	0.182058
SLC5A6	-0.327869	2.02578	0.0567803	0.182062
ACAP1	0.317194	2.82006	0.0568103	0.1821
FBXW5	0.603698	-0.162146	0.0568719	0.182205
PEAK1	0.217926	2.99135	0.0568826	0.182229
SLCO3A1	0.189185	4.24011	0.0568906	0.18224
PPP4R1	0.172496	3.65512	0.0568913	0.18224
ZMYM4-AS1	0.434444	0.051939	0.0569715	0.182374
RNF141	0.268559	1.60261	0.0569748	0.182377
PGK1P2	-0.39966	0.894782	0.0569758	0.182377
SH2B2	0.388603	2.91521	0.0570346	0.182479
FAM184B	0.333885	2.05056	0.0570905	0.182625
SP110	0.200022	3.16521	0.057199	0.182897
UNC5B-AS1	0.329115	1.74991	0.0572351	0.182975
TNNI2	0.446218	2.66192	0.057241	0.182988
EXD2	0.295184	2.46599	0.0573212	0.183161
ALG1	0.313991	2.10866	0.0573514	0.183211
RP11-288C17.1	-0.384465	0.919095	0.0573736	0.183266
DOCK9	0.17408	4.04607	0.0574442	0.183395
DNMBP-AS1	0.283837	1.394	0.0575235	0.183568
SIDT1	0.181866	4.16759	0.0575281	0.183571
HNRNPU-AS1	0.359902	1.05424	0.0575362	0.183578
RP11-43D4.2	-0.336194	1.29382	0.0575657	0.183637
GAS2L1	0.366397	2.3956	0.0576051	0.183725
MFNG	-0.266024	3.19392	0.0576564	0.183845
UBE2L6	0.30442	2.86815	0.0576606	0.183848
PANK2	0.247321	2.35232	0.0576734	0.183867
TMEM30B	0.74654	-1.37214	0.0576865	0.183882
EBP	-0.508239	0.174549	0.0576899	0.183882
TNFAIP8L1	0.361248	2.08804	0.0577033	0.183908
POLE	-0.200336	4.14723	0.0577119	0.183925
ZNF594	-0.487443	0.0277483	0.0577196	0.183944
KLHL32	0.211916	3.75607	0.0577457	0.183985
NAALAD2	0.217168	2.7953	0.0577636	0.18401
C8orf44	0.389298	0.465965	0.0578093	0.184086
PODXL2	0.330729	1.53765	0.0578484	0.184178
SCCPDH	0.305194	2.39821	0.0578784	0.184239
UBXN8	0.20407	2.95573	0.0580195	0.184531
RPS24P13	-0.398974	0.801416	0.0580925	0.18467
GGH	0.216478	3.31098	0.0581008	0.184682
PXMP4	0.336746	1.57648	0.0581216	0.184726
SMARCD3	0.296645	3.35857	0.0581252	0.184732
PNMA1	0.344495	2.2061	0.0581439	0.184764
ID4	0.717327	-0.771237	0.0582892	0.185036
ZNF280B	0.246015	2.42358	0.0582942	0.185036
MSH4	0.427201	0.239285	0.0583686	0.185191
WDR35	0.300628	2.39824	0.0585172	0.185533
LRRC38	0.974766	-1.20659	0.0585266	0.185546
C21orf58	-0.276978	2.08213	0.0585489	0.185601
ZNF385B	0.193124	4.33356	0.0585632	0.185609
RBFADN	-0.284632	1.73722	0.0586656	0.185808
LINC01563	0.303117	1.72617	0.058683	0.185814
EPHA4	0.206037	3.32136	0.0587093	0.185876
MYO9A	0.196094	3.86547	0.0587725	0.186027
RP11-196B3.2	0.575584	-0.261336	0.0587904	0.186078
NEK10	0.193067	3.54379	0.0588816	0.186248
ANKRD42	0.237902	2.42039	0.0589556	0.186405
DDB2	0.276578	3.18012	0.0590106	0.186536
RP4-604A21.1	0.568745	-0.0216379	0.0590971	0.186717
DCTN3	0.322657	2.22692	0.0591163	0.186753
ZFAND3	0.21399	3.17624	0.0591868	0.186897
VASH2	0.188463	3.49712	0.0593726	0.187287
ASB7	0.287181	1.18107	0.0593816	0.187296
ARF3	1.01421	-1.22374	0.0593866	0.187299
WDR25	0.229413	3.17181	0.0594105	0.187353
FZD9	0.378104	1.60339	0.0594162	0.187365
ZNF236	0.259609	2.78934	0.0594965	0.187499
PRUNE	0.615096	-0.570724	0.0595185	0.187552
CRABP2	0.357861	2.3323	0.0595423	0.187605
OXCT1	0.205896	2.88662	0.059577	0.18767
TAP1	0.489957	0.0914528	0.0595945	0.187709
PTCHD1-AS	0.291939	1.20275	0.0597449	0.188058
NOC4L	-0.405149	0.667817	0.059881	0.188339
DCDC2	0.265264	1.98502	0.0599107	0.188394
RP11-43N5.1	0.311929	1.23451	0.0599416	0.188425
UNC50	0.285094	1.54513	0.0599568	0.188446
EOGT	0.211844	3.0505	0.0600094	0.188556
MTMR9LP	0.368606	2.13084	0.0600173	0.18857
CTD-2022H16.3	0.557022	-0.730948	0.0600867	0.188736
MAP3K11	0.366445	2.56776	0.0600936	0.18875
ACSL6	-0.218237	3.66851	0.0601058	0.188777
TSHZ3	-0.289281	1.6548	0.0602181	0.189056
LINC01128	0.30285	1.73816	0.0602485	0.189127
ABLIM3	0.200075	3.92509	0.0602561	0.189131
DTYMK	0.433305	1.8098	0.0603785	0.18942
SERP1	0.352725	1.03969	0.060395	0.189445
DIP2A	0.220431	3.91188	0.0604105	0.189482
RP11-981G7.6	-0.302142	1.27016	0.0604384	0.189542
LMF1	-0.26603	3.65188	0.0604726	0.189622
DUSP6	0.385129	0.621906	0.0605023	0.189677
TMEM214	0.328929	2.837	0.0605948	0.189875
CDK5R1	0.36901	2.22723	0.0606026	0.189893
POLE4	0.286607	1.78269	0.0606279	0.189956
HELZ2	-0.374085	2.88031	0.0607355	0.190194
PTGR2	0.46101	-0.18666	0.060876	0.19054
GPR137	0.321943	1.59125	0.0609579	0.190679
CCNY	0.212491	2.92317	0.0610679	0.190914
SEPSECS	0.244101	2.1479	0.0610794	0.19093
PRKAB1	0.265377	2.28959	0.0612167	0.191176
SERTAD3	0.465188	0.186973	0.0612275	0.191194
CRTC1	0.251338	3.16395	0.0612887	0.191344
MRI1	0.402548	1.48206	0.0613635	0.191481
FAM151A	-0.398899	0.874747	0.0614564	0.191714
SLC25A44	0.277224	2.06073	0.0615335	0.191857
RPUSD3	0.304772	2.5788	0.0615784	0.191947
PLA2G4C	0.163887	3.89619	0.0616343	0.192039
POLR1D	0.339701	0.840153	0.0616916	0.192171
MAPK3	0.321466	2.62591	0.0617187	0.192216
KLHL7	0.224647	3.09748	0.0617407	0.192265
TTTY14	0.290465	2.11597	0.0617409	0.192265
SH3BGRL3	0.365849	2.26482	0.0618056	0.192402
HPDL	0.365456	1.70302	0.0618524	0.192498
KALRN	0.126923	5.16216	0.0618897	0.192581
RP11-361F15.2	0.339509	1.46221	0.0619111	0.192636
CBX1	0.359891	0.612598	0.0619176	0.192645
ITSN2	0.20707	3.72404	0.0619274	0.19267
GTF2F1	-0.489865	-0.20209	0.0619797	0.192772
RBAK	-0.633758	-0.234503	0.0619929	0.192796
RPS4XP13	-0.282667	1.3159	0.061996	0.192796
BRCA1	0.189973	3.33272	0.0620887	0.192972
PTGR1	0.208767	2.78996	0.0621376	0.193059
SCAMP1	0.426137	1.31327	0.0622184	0.193216
FRMD6-AS2	-0.320501	1.44756	0.0623029	0.193395
DOCK1	-0.215926	3.14257	0.0623274	0.193444
CIR1	0.295627	1.73567	0.0623772	0.193559
ALG12	-0.344346	1.49579	0.0624092	0.193626
TRIM56	0.327458	2.44379	0.0624095	0.193626
VDAC1P6	-0.651971	-1.15587	0.0624585	0.193729
AFF3	-0.198101	3.03511	0.0624699	0.193747
VIPR1	-0.246854	3.4239	0.062584	0.193972
RP11-38P22.2	0.38524	1.2724	0.0625848	0.193972
RP11-51O6.1	-0.352117	0.962653	0.0626023	0.194008
KIAA0556	-0.176557	3.93216	0.0626594	0.194124
RRBP1	0.241238	3.84322	0.0626777	0.194164
LITAF	0.224679	3.8983	0.0626893	0.194184
NAP1L5	0.329384	1.7695	0.0627277	0.194258
KIAA1614-AS1	0.375548	2.09277	0.0627385	0.194281
SF3A3	0.258448	2.20923	0.0627648	0.194332
DPYSL3	0.251662	3.64511	0.0628319	0.194464
TMEM8A	-0.474437	1.10401	0.0629185	0.194649
ZNF557	0.324608	1.54666	0.0629688	0.194744
THBS4	-0.238942	2.43087	0.062977	0.194749
DOCK5	-0.143409	4.2458	0.0630157	0.194832
ID2	0.584225	0.502328	0.0631356	0.195095
MGRN1	0.253767	4.03607	0.0632123	0.195252
MIER3	0.27387	3.19475	0.0632413	0.195331
FGD3	-0.226799	3.75529	0.0633097	0.19546
LMAN2	0.312667	3.18282	0.0634622	0.19584
KDELC2	0.189994	3.39821	0.0635678	0.196063
NSF	0.250958	2.22545	0.0636042	0.196134
ASPSCR1	0.297595	4.06199	0.0636127	0.196154
RP5-1027O11.1	0.264466	1.69511	0.0636854	0.1963
MARK4	0.270487	4.04138	0.0638209	0.196578
TRAPPC10	0.215836	3.69451	0.0638448	0.196638
LRRC8A	0.314429	2.22231	0.0638651	0.196654
LZTR1	-0.320991	2.61165	0.0638695	0.196661
RPL24P8	0.332184	0.894746	0.0638743	0.19667
TCEA1P2	0.599046	0.460545	0.0639818	0.196856
PERP	0.330508	1.74474	0.0640201	0.196913
MEG3	-0.281459	2.83046	0.0640528	0.196951
ACTC1	0.312119	2.41223	0.0641108	0.197052
ATAD1	0.375389	0.729655	0.0641204	0.19707
NFRKB	0.257806	3.10911	0.0641707	0.197191
IDH3G	0.615695	-0.915436	0.064363	0.197592
TMEM87A	0.230159	2.87965	0.0643735	0.197619
ZCWPW1	0.197928	3.14445	0.0645235	0.197928
TAF9B	0.402917	0.761588	0.0645405	0.197958
PRCP	0.187193	3.3877	0.0645453	0.197959
ZNF766	0.298489	2.74435	0.0646219	0.198118
ALDH3A2	0.221996	2.59595	0.0646938	0.198238
B4GALT7	0.303602	2.99601	0.064712	0.198255
CEP63	0.206011	2.98615	0.0648275	0.198466
P2RY14	0.225247	2.49523	0.0648769	0.198569
ZNF687	-0.355025	1.74429	0.064967	0.198743
TRIM8	0.306684	2.98391	0.0650426	0.198891
ELTD1	0.317473	2.39927	0.0650432	0.198891
NQO2	0.385522	0.725949	0.0650655	0.198927
FRS3	0.636457	-0.330608	0.0650733	0.198943
ZNF44	0.291267	2.7332	0.0652084	0.199218
TROVE2	0.296058	1.41115	0.0652871	0.199375
PSME1	0.454557	0.767275	0.0653208	0.199421
ACOT13	0.295988	1.27631	0.0653554	0.199488
LPCAT1	-0.287932	3.19531	0.0655053	0.199788
RP11-54F2.1	0.723898	-1.15554	0.0655566	0.199894
FAM96AP2	0.370383	0.952031	0.0656453	0.200041
KDM1B	0.321735	1.16338	0.0656862	0.200138
DNAJC2	0.242895	2.36211	0.0657313	0.200244
SDCBPP3	-0.550256	-0.445403	0.0657459	0.200258
TMEM50A	0.304092	1.01413	0.0657628	0.200294
TRIM23	0.284422	1.21791	0.0657978	0.20037
IGF2	0.342279	2.11034	0.0658265	0.200443
MYEOV2	0.335787	2.70703	0.0658307	0.200448
FGFRL1	0.335595	2.37971	0.0658346	0.200449
CATSPER3	0.326538	1.05251	0.0658686	0.200491
FMNL3	0.256132	2.41855	0.0659137	0.200596
YIF1B	0.274971	2.11995	0.0659607	0.200703
RP4-631H13.6	0.631767	-0.751825	0.0659941	0.200766
IGF2BP2	0.18712	3.55267	0.0660283	0.200833
S100PBP	0.242124	2.49907	0.066098	0.20098
RP3-481A17.1	-0.44877	0.370047	0.066144	0.201064
HLA-DMB	0.377063	1.1296	0.0662287	0.201242
PPFIA3	0.334905	3.03908	0.0662593	0.201279
TCN2	-0.346597	1.3444	0.0662855	0.201331
IRAK4	0.344643	1.22613	0.0663317	0.201426
WDR11-AS1	-0.199593	3.34572	0.0663882	0.201535
ZNF469	-0.367184	1.84981	0.0665	0.201751
HDAC11	0.304891	1.83132	0.0667466	0.202314
RP1-309I22.2	0.278913	1.22099	0.0668261	0.202468
DIRAS1	-0.315056	1.9224	0.0669934	0.202825
RP11-680G24.5	0.502894	-0.132545	0.0670041	0.202834
GFOD1	0.263365	2.3566	0.067041	0.202899
AC073869.1	-0.336469	0.651664	0.0670613	0.202932
PLD1	0.139741	4.50225	0.0671098	0.203024
MSX1	0.357336	2.43002	0.0671106	0.203024
CNEP1R1	0.332254	2.70368	0.0671547	0.203093
AGO2	0.223015	3.38388	0.0672121	0.20323
C9orf69	0.422521	2.47033	0.0672272	0.203252
ITPR1	0.149042	4.53701	0.0672537	0.203321
ZNF660	-0.506296	-0.381538	0.0672973	0.203405
ZNF667	-0.390662	0.463569	0.0673045	0.203418
HSPA8P8	-0.320045	1.21151	0.0673321	0.203479
AGGF1	0.310952	2.28976	0.0673736	0.20357
LGR4	0.234268	2.89795	0.0674427	0.203717
FASTKD2	0.602286	0.222333	0.0674483	0.203724
NAV2-IT1	-0.274402	1.42091	0.0674666	0.203761
PCGF2	0.342384	1.41701	0.067515	0.203867
AP000654.5	0.537034	-0.336705	0.0676126	0.204077
SH3BP2	0.251864	4.59733	0.0677107	0.204299
KL	0.267844	1.96988	0.0677601	0.204401
CEP128	0.177014	4.07152	0.0677711	0.204413
IL10RB	-0.356234	1.09187	0.0677921	0.204459
TRIM47	0.403424	0.711362	0.0678397	0.204557
CLCN7	-0.412758	1.17292	0.0678615	0.204561
GLTSCR2	0.345325	2.04843	0.0679072	0.20462
MORC4	0.276536	2.11618	0.0679197	0.204639
SLC9A7	0.245094	2.50922	0.0679887	0.204788
SMARCA5	0.24288	2.11163	0.0679928	0.204788
WARS	0.214505	2.95123	0.0679935	0.204788
FAM210A	0.386279	0.390885	0.0680244	0.204836
FAM200B	0.546718	0.0756124	0.0681568	0.205123
ISG20L2	0.405408	0.275295	0.0681813	0.205166
FAM127B	0.391542	0.857997	0.0682069	0.205221
BACE2-IT1	0.93664	-1.56804	0.0682643	0.205311
LPCAT4	0.277046	2.96232	0.0682656	0.205311
RNF123	0.264299	2.81077	0.0683197	0.205406
ATG5	0.206689	3.25766	0.0683376	0.205437
MFF	0.193944	3.17866	0.0684877	0.20574
CEP131	-0.319172	2.94646	0.0685968	0.205931
ZBTB17	0.282157	3.39658	0.0686007	0.205937
NTF4	0.608892	-0.546272	0.0689741	0.206688
SEMA5A	-0.232579	2.25764	0.0690186	0.206785
RP11-500M8.6	0.313604	1.50372	0.0690565	0.20687
TNNT1	0.270423	3.17451	0.0691143	0.207003
NRAS	0.586426	-0.20504	0.0691949	0.207188
C1orf35	0.337657	1.88964	0.0691951	0.207188
ZNF654	0.330351	1.08573	0.0693429	0.207505
SNX4	0.23439	2.58546	0.0693806	0.207561
ARHGAP32	0.15844	4.01325	0.0693847	0.207567
RPS4XP14	0.669676	-0.757714	0.0694001	0.207584
TMEM136	0.278806	1.91293	0.0694067	0.207587
B3GALT5	-0.257784	2.26376	0.0694576	0.207699
SOD3	0.265175	2.39169	0.0695074	0.207774
HOOK3	0.278215	2.18252	0.0695168	0.207774
CTC-273B12.8	0.356458	2.01834	0.069544	0.207827
CASP4	0.198381	3.40577	0.06958	0.207887
IL15RA	0.260494	3.43556	0.0697706	0.208303
FURIN	0.275188	3.76135	0.069941	0.208633
RP11-16F15.1	-0.381307	1.03765	0.0699466	0.208638
OGN	0.277375	2.34827	0.0699841	0.208699
DNAH1	-0.243862	3.74738	0.0700206	0.20875
RNF144A	0.219959	2.88579	0.0701197	0.208994
B9D1	0.333486	2.01641	0.0701651	0.209074
NCK2	0.255106	3.42075	0.0701775	0.209086
TMEM178A	0.23807	3.15454	0.070247	0.20923
DACT1	0.252668	3.08193	0.0702716	0.209286
IFITM1	0.595553	0.031815	0.0703148	0.209362
CCDC101	-0.341988	1.3171	0.070363	0.20941
PSEN2	0.264014	3.28056	0.0703954	0.209459
PHKG2	0.283675	2.27113	0.0704521	0.209525
RPS4XP2	-0.289705	1.06826	0.0704616	0.209541
PPP1R26-AS1	-0.30195	1.40961	0.0704638	0.209542
ATAD3B	0.323256	2.62674	0.0705971	0.209772
DCAF5	0.288731	2.00462	0.0706252	0.209838
LCNL1	-0.400524	0.996959	0.0706559	0.209895
TRIT1	0.262912	2.39823	0.0708637	0.210351
DNAJB2	0.381304	1.86094	0.0709189	0.210463
NENF	0.268471	2.40301	0.071175	0.210969
PLP1	0.218934	2.30879	0.071206	0.211015
ERCC6L2	0.213713	2.91622	0.0712693	0.211145
RP11-395B7.7	0.373712	0.737464	0.0714332	0.211458
PARVA	0.180226	3.49956	0.0714453	0.211482
CSTF3	0.258515	1.46351	0.0715084	0.211617
RP4-592A1.2	-0.30672	1.31659	0.0715552	0.211715
FUT8	0.297936	2.13471	0.0715592	0.211721
SEC23A	0.223958	2.35938	0.0715753	0.211745
RP4-813F11.4	0.437163	0.50773	0.0716651	0.211898
MTFMT	0.378526	1.65467	0.0716744	0.211912
B3GAT3	0.353302	1.97883	0.0718337	0.212209
AC092171.4	-0.337215	1.22912	0.0718426	0.212218
AGAP2-AS1	0.416785	0.923052	0.0719853	0.212495
EBF4	-0.265002	3.513	0.071993	0.212506
SUB1P3	-0.511857	-0.223877	0.0720714	0.212674
ANKRD33B-AS1	0.35014	1.60241	0.0721006	0.212714
RP11-353K11.1	0.381543	0.613762	0.0721889	0.212888
SFI1	-0.163314	4.23996	0.0722689	0.213039
FAM160B2	0.261988	3.13609	0.0722776	0.213051
SCML2	0.230619	2.14743	0.0723478	0.213178
RP11-474C8.4	0.656417	-0.636178	0.0723483	0.213178
MAK16	0.35943	2.39177	0.0724726	0.213395
ARHGEF26-AS1	-0.193361	3.241	0.0725316	0.213498
POR	0.230804	3.77479	0.072635	0.213698
LINC00310	0.226295	2.39537	0.0726554	0.213747
SLC35E1	0.345285	1.22033	0.0726799	0.213796
HIVEP1	0.234268	3.07533	0.0727467	0.213904
PEX19	0.511805	0.186521	0.0727865	0.213987
GDF11	0.350244	2.04716	0.0728217	0.21404
FRMD4B	0.13599	4.57382	0.0728713	0.214124
RASGRF2-AS1	-0.30248	1.01872	0.0728937	0.214134
IFT80	0.181001	3.73452	0.0729625	0.214258
ITPK1	0.2475	3.6645	0.0731589	0.214693
WDR27	-0.194934	3.03494	0.0732086	0.214805
NIT2	0.31283	2.53376	0.0732707	0.214933
ASB1	0.216269	2.77943	0.0733211	0.215047
ATM	0.138117	4.45249	0.0733267	0.215051
YBX1P10	0.364208	0.816217	0.073562	0.215526
ABCF2P1	-0.260388	1.24685	0.0735744	0.215554
IKZF4	0.20079	3.16395	0.0736528	0.215702
ZNF354B	0.341045	1.77174	0.0737902	0.216008
PRKAB2	0.331599	1.14244	0.0738745	0.216196
ZNF628	-0.46472	0.406082	0.073894	0.216213
NADSYN1	-0.219473	2.9059	0.0739739	0.216368
PTPLAD1	0.228731	3.35133	0.0741539	0.216682
PTCH1	0.155927	4.05962	0.074172	0.216711
MARCH7	0.217674	2.72307	0.0743509	0.217002
AP4B1	0.327536	1.58127	0.0744038	0.217096
ARL4C	0.326534	1.98126	0.0744418	0.217163
TATDN1	0.208893	2.55215	0.0744427	0.217163
ADCY7	-0.225827	4.37209	0.0744834	0.217252
ITIH3	-0.283206	2.55906	0.0744956	0.217266
ELP5	0.610568	-0.592627	0.074532	0.217336
ELMO3	0.942593	-1.58089	0.074568	0.217396
NPR1	0.30144	2.50909	0.074879	0.218081
IFT122	0.170673	4.10301	0.07488	0.218081
PEX16	0.363736	2.37762	0.074894	0.218116
CBR1	0.428035	1.22808	0.0749259	0.218162
BAK1	0.335882	1.85737	0.0749547	0.218214
TTLL5	0.155072	4.46875	0.0751733	0.218648
ENTPD6	0.268135	3.53366	0.075205	0.218705
STARD4-AS1	0.43748	0.869126	0.0752361	0.218766
A4GALT	0.363176	2.93738	0.075273	0.218838
CEBPZOS	0.637109	-0.778229	0.0752997	0.218896
STK4	0.430003	0.651304	0.0753222	0.218928
SLC35G2	0.303791	2.24801	0.0753394	0.218955
KLHL28	0.31125	1.35445	0.0753554	0.218984
RAD51D	-0.738692	-1.49311	0.0754751	0.219249
INTU	0.148409	3.93216	0.0754975	0.219303
POLR2C	0.400436	0.895417	0.0755049	0.219307
CBX4	0.367589	2.28128	0.0755456	0.219396
MFAP1	0.324096	1.40023	0.0756417	0.21961
ZNF32	0.358722	1.05832	0.0756568	0.21963
ZNF17	0.217995	2.65079	0.0756615	0.219638
SLC35A2	0.467728	0.632943	0.0756809	0.219668
B4GALNT1	0.37508	2.3673	0.0756854	0.219668
GUCY1A3	0.247668	2.23866	0.0757021	0.219697
ZNF529-AS1	-0.6612	-0.643822	0.0757421	0.219759
CCDC51	0.470839	0.0252818	0.0757681	0.219795
PRPF8	0.203232	2.8592	0.0758987	0.220032
ERAP1	0.225944	2.49828	0.075936	0.220091
SIPA1L3	0.176776	3.85202	0.0759899	0.220191
FIBP	0.312394	0.657757	0.0759919	0.220191
BCCIP	0.515171	-0.00380395	0.0760383	0.220272
BBC3	0.381732	2.52026	0.076168	0.220471
AXL	0.287776	2.01407	0.0762006	0.220543
CTD-2012K14.5	0.439084	0.366701	0.0762209	0.220579
FAM57A	0.259672	2.87667	0.0764403	0.22103
MOGS	0.376648	2.32128	0.0767011	0.22153
MPC1	0.318016	0.934013	0.0767932	0.221679
C2orf40	0.207547	2.61	0.0768279	0.221723
RP11-397E7.4	0.339367	0.66696	0.076915	0.221883
METTL22	0.249467	3.72829	0.0769667	0.221983
RALGPS1	0.217646	3.6781	0.0769721	0.221985
PCCA	0.216396	3.42101	0.076977	0.221985
COPG2	0.244324	2.81834	0.0769999	0.22204
RP11-83A24.2	0.345719	0.766993	0.0770411	0.222122
SHC2	-0.246352	3.26587	0.0770576	0.222158
KDM2B	0.213493	4.23675	0.0771068	0.222251
TBKBP1	0.293315	2.92109	0.0771422	0.222331
RP11-390P24.1	0.279996	1.60631	0.0774134	0.222798
MCAM	0.341571	2.31676	0.0774494	0.222861
PIK3CD-AS2	1.03085	-1.87086	0.0774512	0.222861
FOXP1-IT1	0.278501	1.42751	0.0775164	0.223019
FAM65C	0.221099	3.54978	0.0775659	0.223113
GLS	0.182346	3.5007	0.0775671	0.223113
LRFN4	0.410157	0.946005	0.0777643	0.223479
COQ9	0.326056	1.68703	0.0777973	0.223543
DZIP3	0.288571	1.86205	0.0778844	0.223721
NUTM2A-AS1	0.300735	1.39927	0.0778861	0.223721
GCH1	0.304174	2.25433	0.0779117	0.223751
WDR59	0.142669	4.44066	0.078035	0.223948
COL4A6	-0.414017	0.768546	0.0780662	0.224007
GAS6	0.317767	2.57036	0.0780817	0.224034
CCDC93	0.232323	3.10576	0.0781275	0.224136
TECRL	0.251463	2.86228	0.0782245	0.224357
RPL13	0.661113	-0.848994	0.0782939	0.224482
ANKMY1	-0.23539	3.37221	0.0784562	0.224829
MYH7	0.322639	2.22909	0.0784782	0.224858
ZNF136	0.236864	2.34366	0.078572	0.225042
SVEP1	-0.170865	3.42026	0.0786214	0.225142
TDRD10	-0.193585	2.9832	0.0786638	0.22521
ADAMTSL5	0.3621	2.46652	0.0786782	0.225227
PSMG2	0.248203	2.29987	0.0787068	0.225293
ZRANB2	0.461572	-0.236571	0.078748	0.225369
CABP1	0.212293	2.80757	0.0787936	0.225451
STON1	-0.501939	-0.217813	0.0788472	0.225562
SLC36A4	0.200562	3.09464	0.0789648	0.225772
ZNF385A	0.26196	3.31162	0.0790062	0.225839
ALDH2	0.325469	2.78929	0.0790941	0.225983
SVILP1	0.279325	2.13346	0.0791524	0.226096
CCDC40	-0.19609	3.40929	0.0791758	0.226133
ABHD17A	0.297967	2.8997	0.079271	0.226262
MIB2	0.303277	2.61635	0.079299	0.2263
MTHFD2P7	-0.345986	1.3345	0.0793503	0.226405
APC2	-0.323307	2.43042	0.0795759	0.226864
NEDD9	0.18521	3.2204	0.0796355	0.226962
RNF41	0.247564	2.30972	0.0796607	0.227009
RNF7P1	-0.307075	1.01247	0.0796656	0.227009
RALGAPA1	0.160141	3.97897	0.0796757	0.227019
TMEM106A	0.313835	1.9915	0.0797095	0.227057
CRYZ	0.347423	1.18424	0.0797606	0.227152
TARDBP	0.461875	-0.0305435	0.0799715	0.227579
MLF1	0.41409	0.936337	0.080039	0.227694
ALDOAP2	-0.339069	0.996123	0.0802302	0.228033
IGSF9B	0.221509	3.89197	0.0802318	0.228033
KCTD13	-0.470721	0.299646	0.0803392	0.228231
ZNF264	0.379796	2.32424	0.0803684	0.228284
HMGCR	0.219631	2.46973	0.0804231	0.228391
TTC3P1	0.347255	0.669733	0.0804259	0.228393
APPBP2	0.294474	1.2495	0.0804334	0.228409
VPS53	0.160593	4.34579	0.0804567	0.228457
SH3BGRL	0.431358	0.374383	0.0805035	0.228554
MXD3	0.365277	1.89541	0.0805802	0.2287
PRCD	0.299539	2.23395	0.080629	0.228792
ALDOAP1	0.321616	0.92234	0.0806338	0.228792
SPECC1L	0.251938	2.10748	0.0807076	0.228942
SEL1L3	-0.199127	3.21334	0.0807461	0.229008
TRABD	0.325746	2.82016	0.0807647	0.229038
RP11-473N11.2	-0.337988	1.15627	0.0808117	0.229123
CLPTM1L	0.220881	3.87646	0.0808198	0.229134
EPHB4	-0.255321	2.26185	0.0808243	0.229135
ERI3-IT1	0.374073	0.763396	0.0809025	0.229279
DENR	0.310533	1.67834	0.0809071	0.229286
HSPA7	-0.396859	0.436575	0.0809119	0.229287
PPFIA1	0.150735	4.34693	0.0809429	0.229358
NPHP3	0.223412	2.68453	0.0810026	0.229473
CNOT8	0.268121	1.41284	0.0810904	0.229656
FAM101A	0.233053	3.05688	0.0812406	0.229919
ADCK1	0.200179	3.29194	0.0813318	0.230097
AC007383.6	-0.30613	0.966203	0.0816975	0.230827
RP11-83N9.6	0.360172	1.1093	0.0817686	0.230908
COPS7A	0.306171	1.1386	0.0817821	0.230914
LDLRAD3	0.226576	3.1942	0.081874	0.231085
AMPD2	-0.351795	1.85465	0.0819177	0.231178
MAP7D3	0.230013	2.7173	0.0819519	0.231233
ACTG1P14	-0.337512	0.606247	0.0820044	0.231327
DNAJC16	0.333227	1.54927	0.0820097	0.23133
PODN	-0.272322	2.86639	0.0820169	0.231342
TTLL4	0.224797	3.43108	0.0821596	0.231607
NKAPL	0.272698	1.06331	0.0822265	0.231706
GCN1L1	0.186888	3.26442	0.0822846	0.231804
