logFC	logCPM	PValue	adj.p.value
OAZ1	-0.0830671	8.12893	0.271148	0.649397
RP11-251G23.5	-0.470738	0.420292	0.2712	0.649397
PRPSAP2	-0.219778	2.55254	0.271232	0.649397
MATN2	-0.322841	2.07941	0.271299	0.649452
MANBA	-0.248518	2.39125	0.271467	0.649751
ACP2	-0.207245	3.24414	0.271645	0.65007
LINC01278	0.205005	3.20779	0.271742	0.650198
KIAA1217	0.0929149	6.74759	0.271804	0.650239
HDGFRP2;	0.136842	5.35781	0.271878	0.650311
CYBB	0.39038	1.47206	0.272069	0.650477
PPP3CA	0.099856	6.18688	0.272115	0.650477
HSPA8P9	0.177404	3.44775	0.272267	0.650477
UBE2J2	-0.140701	4.29641	0.272314	0.650477
SPTBN4	0.284023	2.96627	0.272318	0.650477
KCTD9P4	0.611423	0.851296	0.272329	0.650477
ARFGAP2	-0.101325	6.06211	0.272376	0.650477
RBMS3	0.149415	4.029	0.272403	0.650477
NLRP1	-0.209577	3.31958	0.272411	0.650477
RP11-863K10.4	0.616913	0.233231	0.272463	0.650477
ZNF264	0.173562	3.5825	0.272476	0.650477
RP11-137N23.1	0.541929	0.506528	0.272613	0.650606
RNF207	-0.27057	2.25815	0.272619	0.650606
MAST4	0.161637	3.57051	0.272787	0.650902
C12orf5	0.185106	2.90445	0.272857	0.650965
ACTG1P14	0.52048	0.364645	0.273044	0.650993
ARMCX4	-0.192298	3.22748	0.27306	0.650993
RBMXP2	0.434519	0.741874	0.273125	0.650993
MAP2K7	0.115073	5.36272	0.273131	0.650993
MFI2	0.627919	0.176107	0.273164	0.650993
CAPN3	0.090792	7.11843	0.273335	0.650993
ZDHHC6	-0.165941	3.66033	0.273342	0.650993
MYEF2	-0.654173	0.274873	0.273351	0.650993
SEC13	-0.0904989	5.48146	0.273383	0.650993
NCALD	-0.188486	3.548	0.273429	0.650993
RAB3D	-0.313816	1.4821	0.273442	0.650993
PPIL3	-0.17973	3.37714	0.273443	0.650993
ZNF330	0.0879505	5.72706	0.273556	0.651157
TRAC	0.786503	-0.180188	0.273921	0.651815
STK39	0.261984	1.97079	0.274097	0.652112
SGMS1	0.174896	3.29394	0.27415	0.652112
FTCDNL1	0.224467	2.53183	0.274193	0.652112
PAM	0.107911	6.79904	0.274253	0.652112
HARS	-0.125986	4.59632	0.274266	0.652112
HDLBP	0.0811212	9.14852	0.274391	0.652304
RP11-196G11.5	0.228441	2.90894	0.274528	0.652393
FAM69B	-0.364001	1.13732	0.274591	0.652393
ZFP64	0.245272	2.04772	0.274606	0.652393
GPR161	0.318047	1.23472	0.27465	0.652393
FREM1	-0.388519	0.909851	0.274831	0.652626
AGBL3	-0.366114	0.973301	0.274837	0.652626
LDHAP5	-0.154429	3.86172	0.275094	0.653072
THAP1	-0.188963	2.85393	0.275226	0.653225
FAM98A	0.0975536	5.73089	0.275266	0.653225
RP4-592A1.2	-0.207285	2.46061	0.275372	0.653371
DIAPH2	0.133505	4.50039	0.27551	0.653595
ZMYM2	0.104756	5.70784	0.275667	0.653757
MLLT3	-0.152375	3.44013	0.27584	0.654062
TBX6	-0.660976	0.0408998	0.275941	0.654196
CUL5	0.100793	6.97403	0.276001	0.654232
NAA25	0.118017	4.87356	0.276181	0.654497
FRY	0.102304	6.01397	0.276201	0.654497
RBKS	0.302384	2.26306	0.276404	0.654872
RHOBTB3	0.113133	5.14136	0.27664	0.655185
SGCA	-0.0928207	7.77486	0.276656	0.655185
TENC1	-0.109944	5.33736	0.276669	0.655185
C1orf50	-0.210241	2.64407	0.27674	0.655248
ARHGEF3	0.169985	3.46411	0.276832	0.655353
RANP4	-0.468847	0.608819	0.27696	0.655353
C1QTNF1	0.238952	2.57052	0.276981	0.655353
ORC4	0.137998	4.21474	0.277007	0.655353
CTNNB1	0.083625	6.57236	0.277096	0.655354
KCTD9P6	0.802505	0.293841	0.277208	0.655514
IFIH1	0.418199	1.32155	0.277274	0.655519
TMEM132B	-0.613669	-0.105997	0.277478	0.655519
EIF4EP2	0.324345	1.9021	0.277629	0.655519
GLIPR1	0.446721	0.559921	0.277642	0.655519
ZNF649	-0.273584	1.56478	0.277664	0.655519
LINC01125	-0.253405	1.96455	0.277694	0.655519
CTC-444N24.8	0.631844	0.299521	0.277808	0.655519
NFATC2	-0.153616	3.44305	0.27788	0.655519
KIF3A	0.199199	2.82621	0.277884	0.655519
NAPB	0.189772	2.94727	0.277909	0.655519
ANAPC2	-0.124001	4.27242	0.277962	0.655519
PSPH	-0.227711	2.18413	0.277976	0.655519
BRMS1	-0.172759	3.15624	0.277996	0.655519
PKD1L2	-0.641926	0.151236	0.277997	0.655519
DLGAP1-AS1	-0.560204	0.202776	0.278011	0.655519
LRRC28	-0.140764	4.07558	0.278028	0.655519
RP11-389C8.3	0.624324	0.161586	0.278087	0.655519
RP11-57H14.4	0.197208	3.22621	0.278101	0.655519
RNF2	0.23882	2.3761	0.278193	0.655532
ACSL1	0.0883595	8.2356	0.278347	0.655656
PYDC1	0.531909	0.211518	0.278381	0.655656
ZFAND4	0.237771	1.95577	0.278393	0.655656
LGALS17A	-0.377638	1.34872	0.278475	0.655656
ZNF562	-0.219097	2.56956	0.278513	0.655656
APOPT1	-0.118744	5.11332	0.278633	0.655782
CHD8	-0.105049	5.12893	0.278712	0.655811
MROH6	-0.594518	0.157668	0.279134	0.656296
DUT	-0.124537	4.19574	0.279174	0.656296
S100PBP	0.216834	3.14854	0.279262	0.656296
CERS1	-0.31098	1.71903	0.279301	0.656296
RNF168	0.114313	4.64983	0.279305	0.656296
KIAA0141	-0.102833	5.73103	0.27931	0.656296
UBE3AP2	-0.452132	1.12693	0.279342	0.656296
RSAD2	-0.271679	2.39518	0.279363	0.656296
TBCEL	0.199652	3.21901	0.279603	0.656655
ECM2	0.234552	2.57337	0.279605	0.656655
RP13-383K5.4	0.171453	3.45184	0.279752	0.656673
ASPA	0.117957	4.40104	0.279769	0.656673
ATPAF2	0.193715	3.29582	0.279787	0.656673
THRSP	0.47827	0.987394	0.279824	0.656673
HSD52	-0.322421	2.13169	0.279836	0.656673
TCEAL3	-0.278666	1.61738	0.279958	0.656673
VKORC1L1	0.102026	5.00437	0.279967	0.656673
STEAP3	-0.111839	5.0475	0.280041	0.656673
ZBTB20	0.165199	3.91427	0.280063	0.656673
SORCS2	-0.415904	0.575701	0.280093	0.656673
SRPX2	0.695167	0.450727	0.280464	0.657316
PPP1CC	0.0857515	7.16908	0.280465	0.657316
PTBP2	0.143672	4.13302	0.280635	0.657592
BTN3A3	-0.279507	1.86779	0.280681	0.657592
BNIP3L	-0.176347	3.594	0.280717	0.657592
UBAC2	-0.0858238	5.50972	0.280869	0.657844
SCYL1	-0.100344	5.71832	0.281004	0.657893
C1orf115	-0.177199	2.97931	0.281013	0.657893
FAM134A	0.13965	4.07953	0.281112	0.657893
DDX23	0.104734	5.33287	0.281187	0.657893
SH3D21	0.607359	0.480252	0.281239	0.657893
C5	-0.597264	-0.168019	0.281329	0.657893
RP11-692C23.1	-0.40506	1.34703	0.281336	0.657893
RPS15	-0.123287	5.69307	0.281549	0.65826
MTRNR2L3	0.462847	0.130803	0.281582	0.65826
NTRK2	-0.339428	1.76943	0.281694	0.658379
NAV2	0.220749	2.71728	0.281753	0.658379
STEAP4	0.18576	3.40949	0.281774	0.658379
SH3BGRL2	0.219406	2.43306	0.281812	0.658379
RGS6	-0.440263	1.11797	0.281893	0.658465
DPH2	-0.125608	4.57849	0.281971	0.658543
PGRMC2	0.117247	5.02027	0.282079	0.658676
SEPHS1	0.15824	3.70053	0.282118	0.658676
RSPH4A	-0.576821	0.0150221	0.282216	0.658802
COX11P1	0.469185	0.990905	0.282269	0.65882
VWA1	0.230232	2.35597	0.282313	0.65882
ZNF467	-0.661657	0.393829	0.282615	0.658849
CDC42EP2	0.278564	1.94076	0.282686	0.658849
GPX3	0.0989931	6.08383	0.282724	0.658849
YTHDC2	0.122483	4.99611	0.282775	0.658849
ANKRD37	0.321042	2.8228	0.282803	0.658849
LRRC23	0.288881	2.365	0.282815	0.658849
HERC5	0.604802	0.0290517	0.282855	0.658849
LINC01004	-0.506037	0.804526	0.282876	0.658849
AP5B1	0.248353	2.43485	0.282891	0.658849
ATP6V0E2-AS1	-0.629262	0.143737	0.282912	0.658849
H3F3B	0.106347	6.27415	0.282914	0.658849
MYLK	0.257167	3.0439	0.282929	0.658849
SLC35E2B	-0.12224	4.69974	0.282951	0.658849
KIAA1462	-0.150947	3.93304	0.283053	0.658891
TJP1	0.109073	5.32471	0.283097	0.658891
KALRN	0.0886555	6.08862	0.283178	0.658891
STX10	-0.178052	3.4218	0.283243	0.658891
CMTM4	0.192886	3.34046	0.283259	0.658891
ACTR2	0.0945252	5.83093	0.283265	0.658891
HNRNPUL2	0.116061	5.24094	0.283282	0.658891
SLC48A1	-0.143368	4.03028	0.283407	0.658912
ENPEP	0.22458	3.09758	0.283424	0.658912
LRRN2	-0.374218	0.838143	0.283528	0.658963
FBXW2	0.115058	5.36693	0.283536	0.658963
BNIP2	0.108046	5.39389	0.283738	0.659232
RP11-112J1.1	0.408157	0.795704	0.283749	0.659232
MRPL24	-0.0936271	5.36167	0.283825	0.659232
RP11-486O13.2	0.835864	0.0451573	0.283882	0.659232
RPL18AP3	-0.090467	6.06985	0.283917	0.659232
ACOT9	-0.105185	4.68294	0.283965	0.659232
DLG3	-0.457334	0.793138	0.284127	0.659402
SPATS2	-0.198898	3.39181	0.284205	0.659402
LEO1	-0.148795	3.5848	0.284254	0.659402
ZNF605	-0.163499	3.92895	0.284261	0.659402
CDKN1B	0.0886661	5.87184	0.284467	0.659678
DVL1	0.0939208	7.4657	0.28447	0.659678
ENOX2	-0.186519	3.09269	0.284654	0.659814
MAGEF1	-0.133025	4.43185	0.284664	0.659814
CEP76	0.536474	1.36548	0.284707	0.659814
HSPB8	0.0823068	9.04549	0.284913	0.660187
IPO8P1	0.168166	3.29377	0.285002	0.660254
SLC43A3	0.335505	1.39571	0.285031	0.660254
RRAGB	-0.165173	3.08965	0.285113	0.66034
AP1G1	0.0908954	6.00807	0.28516	0.660345
PLCD1	-0.37687	1.54121	0.285346	0.660673
HILS1	0.287	2.58877	0.28545	0.660799
CERS2	0.173965	3.13868	0.285633	0.660837
MMP15	0.213787	2.67427	0.2857	0.660837
CYB5R4	0.156184	3.52435	0.285728	0.660837
ATP5F1P5	-0.577209	0.0423491	0.285731	0.660837
RBP7	-0.390604	0.851838	0.285901	0.661127
EYA2	-0.534094	0.282338	0.286086	0.661375
ZNF555	-0.241132	2.25088	0.286144	0.661375
USP6NL	0.511771	0.962824	0.286184	0.661375
DHRS4L2	-0.196081	2.6375	0.286188	0.661375
TRIM45	-0.114442	5.06308	0.286279	0.661411
THEMIS2	0.597845	0.534468	0.286338	0.661411
SEC14L1P1	-0.424587	0.21984	0.286455	0.661521
EIF3FP3	-0.111931	4.63493	0.286475	0.661521
ARAP1	-0.135678	4.2228	0.286614	0.661541
MAFA	-0.11214	5.08346	0.286623	0.661541
SHF	-0.437614	0.718766	0.286652	0.661541
USP7	0.0842953	6.73122	0.286806	0.661541
ARL6	-0.478268	0.306874	0.286855	0.661541
PROSER1	0.140985	4.01554	0.286909	0.661541
PLEKHF1	-0.170475	4.1899	0.286919	0.661541
NDUFAF7	-0.130792	4.0794	0.286954	0.661541
ITPR2	0.261989	3.12436	0.286995	0.661541
CTD-2270L9.3	-0.454759	0.389804	0.287056	0.661541
NOTCH4	0.137418	4.44357	0.28706	0.661541
FUNDC2P2	-0.290678	1.65046	0.287088	0.661541
WDR46	-0.158015	4.01785	0.287096	0.661541
MTBP	0.71261	0.269511	0.287264	0.661707
SLC25A29	0.173524	3.27802	0.287351	0.661707
ASH1L-AS1	0.482494	0.690195	0.287496	0.66191
LRRFIP1	-0.0880819	7.62426	0.287601	0.662048
ZBTB2	0.188306	2.99871	0.287653	0.662065
RP11-415D17.3	0.581784	-0.110997	0.287823	0.662352
BTBD10	-0.157709	3.52457	0.287906	0.662441
ZMAT3	0.184302	3.11987	0.287959	0.662458
MAN2A2	0.0939922	6.80586	0.288042	0.662463
EIF4BP8	0.475758	0.43282	0.288051	0.662463
TPT1P1	-0.487342	-0.108146	0.28849	0.663306
ITGA8	0.311853	2.46011	0.288585	0.663306
ACTA1	-0.0609529	15.36	0.288601	0.663306
KIAA1586	0.338962	1.46067	0.288615	0.663306
TMEM106A	0.487732	0.0571485	0.288642	0.663306
RALGAPA1	0.187609	3.13565	0.288834	0.663495
DGKD	0.0905356	6.50585	0.288853	0.663495
TRIM63	0.0878607	8.07877	0.28886	0.663495
KIAA1161	0.0839819	7.41576	0.289004	0.66362
CCDC50	0.138532	4.78407	0.289064	0.663634
TMEM44	-0.319774	1.52376	0.289122	0.663634
OXNAD1	0.20191	3.9179	0.289145	0.663634
RP11-453D16.2	0.554276	-0.183381	0.28926	0.663743
PSMD9	-0.215227	2.19241	0.289295	0.663743
CBY1	-0.174089	2.99953	0.289327	0.663743
ZNF600	-0.648773	-0.01755	0.289616	0.664302
ALDH1L2	0.310988	1.51363	0.28973	0.664413
ZNF532	0.0881709	6.24205	0.289754	0.664413
AKR1B10	-0.427205	0.917757	0.289851	0.66453
MTERF4	-0.126123	5.00015	0.289971	0.664702
SUMO1	-0.119035	4.83838	0.290043	0.664764
XPA	-0.22624	3.44095	0.290163	0.664937
CCDC162P	-0.418566	0.60043	0.290363	0.66529
ROBO1	0.166853	3.60828	0.29042	0.665295
TUBG2	-0.291899	2.29921	0.290458	0.665295
TMEM9B-AS1	-0.290734	1.6036	0.2905	0.665295
ZNF584	0.220893	2.48108	0.290657	0.665328
INTS12	0.163482	3.40767	0.290715	0.665328
SLC1A5	0.398195	1.26307	0.290774	0.665328
LRP4	0.165679	3.5833	0.290775	0.665328
BRD1	0.102908	4.70725	0.290888	0.665328
AC007228.9	0.561749	1.08232	0.290934	0.665328
PI4KAP1	0.591013	0.227468	0.290984	0.665328
SH3BGRL3	-0.179461	3.0151	0.290995	0.665328
PPP5C	-0.100479	5.02306	0.291178	0.665607
MB	-0.061975	13.4525	0.291506	0.666043
SELK	-0.101594	5.33235	0.291577	0.666043
KATNAL1	0.153338	3.53502	0.291603	0.666043
ATP5G3	-0.0825005	8.49645	0.291726	0.666043
YWHAZP2	1.12846	-0.0204439	0.291881	0.666043
NUP54	-0.153214	3.81433	0.29192	0.666043
ZNF324	-0.344509	1.3007	0.292033	0.666043
YBX1	-0.0856377	8.04432	0.292081	0.666043
CTR9	0.110324	4.99989	0.292129	0.666043
GAA	-0.104217	5.14971	0.292149	0.666043
ILKAP	-0.136145	4.49059	0.292197	0.666043
LRIG3	-0.229445	2.53113	0.29223	0.666043
EIF2AK1	0.0982026	5.78156	0.292252	0.666043
ZC3H11A	0.0913932	6.39759	0.292309	0.666043
USP31	0.125449	4.21875	0.292318	0.666043
TBCA	-0.175012	3.46674	0.292321	0.666043
NCOA7	0.225949	2.49787	0.292321	0.666043
AHDC1	0.093053	5.61593	0.29239	0.666043
RGN	-0.220012	3.32015	0.292407	0.666043
GPS2P1	-0.185701	2.87105	0.292483	0.666114
RCCD1	-0.245427	2.8154	0.29258	0.666232
ARHGAP26	-0.17161	3.55775	0.292701	0.666404
RECQL5	-0.174006	3.03724	0.292773	0.666465
EIF5A	-0.0870085	6.53859	0.292819	0.666466
RP11-332M2.1	0.652376	0.0652165	0.292966	0.666645
C14orf93	-0.267795	1.81032	0.293041	0.666645
PRCD	-0.548244	0.241982	0.293046	0.666645
POLR3H	0.154063	3.66785	0.293078	0.666645
MKRN2	0.132745	4.74403	0.293218	0.666673
SCAP	-0.140565	4.3587	0.293222	0.666673
GOLM1	0.16842	3.2736	0.293334	0.666673
CSF1R	0.329962	1.57953	0.293347	0.666673
TBC1D5	0.149397	4.20085	0.293362	0.666673
CEP41	0.372037	0.959763	0.293536	0.666959
AKIP1	-0.18497	3.07159	0.293578	0.666959
C1orf52	-0.175655	3.35574	0.293669	0.667033
PPP2R3C	-0.158614	3.79777	0.293791	0.667033
CPT2	-0.128913	4.23178	0.293848	0.667059
BHLHB9	0.252086	2.43665	0.294054	0.667295
ACSL4	0.128377	4.19961	0.294068	0.667295
CPNE8	0.388172	0.64148	0.294125	0.667295
SLC25A20	-0.118852	4.96849	0.294178	0.667295
NR2C1	-0.112459	4.98449	0.294231	0.667297
SF3A3P2	-0.312819	1.48433	0.294269	0.667297
GM2A	-0.148164	3.44411	0.294368	0.667373
RP11-391M1.4	0.188548	2.8094	0.294463	0.66741
SIPA1	0.216394	2.22394	0.29454	0.66741
DECR2	-0.154616	3.61455	0.294632	0.66741
C3orf18	-0.099189	4.94186	0.294716	0.66741
MARS2	0.237383	2.35025	0.294725	0.66741
BRAT1	0.208585	3.52121	0.294741	0.66741
ATF7IP2	0.477369	0.422898	0.294799	0.66741
WDR45BP1	0.611506	-0.0567445	0.294806	0.66741
C2orf47	-0.168425	3.23463	0.29484	0.66741
RP5-1014D13.2	0.361825	1.15927	0.294884	0.66741
HIF3A	-0.198023	3.17597	0.294931	0.66741
ST8SIA1	-0.471684	0.0612603	0.294953	0.66741
CTD-2013N17.6	-0.37664	1.65473	0.295115	0.667503
MAGI2-AS3	0.227536	2.87229	0.295126	0.667503
C1orf216	0.135065	3.71972	0.29513	0.667503
CHAF1B	-0.157405	4.47751	0.295516	0.668082
TUBGCP5	-0.161029	4.09021	0.295524	0.668082
KPTN	-0.224576	2.08341	0.295712	0.668082
CNTN1	0.589831	0.530741	0.295737	0.668082
HAGLR	-0.592502	0.154587	0.295739	0.668082
RASSF4	-0.13937	4.49781	0.295771	0.668082
ZNF233	-0.452274	0.393543	0.295802	0.668082
TMEM161A	-0.123585	4.39073	0.295838	0.668082
AP4B1	-0.184996	3.24566	0.295928	0.668147
ADIPOR2	0.0919144	6.0092	0.295958	0.668147
CTC-428G20.3	0.335925	1.82155	0.296089	0.668186
ZNF823	0.373557	0.81279	0.296152	0.668186
R3HCC1	-0.121847	4.5019	0.296201	0.668186
RPA3	-0.243297	1.87467	0.296209	0.668186
LINC00472	0.519631	0.173843	0.29621	0.668186
CENPF	-0.51992	0.18013	0.296247	0.668186
GATB	0.129011	4.4871	0.296294	0.668191
IFI35	0.493855	1.0123	0.296498	0.668511
ZNF540	-0.387451	1.29332	0.296556	0.668511
CLN6	-0.157648	3.48223	0.296572	0.668511
MARCH5	0.109632	4.47052	0.296696	0.668598
RPL24	-0.0817867	6.2957	0.296757	0.668598
PSD3	-0.378862	1.24435	0.296782	0.668598
CCZ1B	0.612395	0.465021	0.296826	0.668598
AC073465.1	-0.513153	0.550856	0.296837	0.668598
FGFR1	0.111843	4.3996	0.296936	0.668718
GNPTAB	0.0968865	5.32663	0.29705	0.668873
CD55	0.12293	4.98057	0.297114	0.668914
NTRK3	-0.396805	0.936593	0.297256	0.668994
ATP6AP1	-0.11484	5.18953	0.297285	0.668994
SLC30A5	0.2044	3.08363	0.297338	0.669011
PEG10	0.217225	2.60188	0.297414	0.669047
GAS1	-0.236325	2.66316	0.297445	0.669047
CCDC109B	0.502541	-0.00461874	0.297495	0.669058
KBTBD7	0.235833	2.37861	0.297604	0.669099
PSMG1	0.157457	3.23765	0.297789	0.6694
RWDD2B	-0.0912297	5.56442	0.297829	0.6694
ATP6V1D	-0.0953185	5.3059	0.297911	0.669477
RPS23	-0.0805232	7.23368	0.297973	0.669477
RP11-690D19.3	-0.231289	2.06638	0.298165	0.669477
NCLN	-0.131853	4.39544	0.2982	0.669477
MEX3C	0.192841	3.26689	0.298216	0.669477
SNX9	0.10011	4.86853	0.298286	0.669477
COPS8	0.0885181	5.81588	0.298313	0.669477
NOSTRIN	0.391157	1.29691	0.298317	0.669477
RTF1	-0.0814411	6.63908	0.298777	0.670385
CETN3	-0.226448	2.85376	0.299039	0.670385
CLTB	-0.0854515	6.73327	0.299044	0.670385
ARMCX2	-0.209031	2.83579	0.299058	0.670385
TP53BP2	0.13158	4.11969	0.299159	0.670385
ADRA2C	-0.429388	0.337283	0.299167	0.670385
LSM12P1	-0.293393	1.94897	0.299176	0.670385
ESR2	-0.274512	1.45727	0.299411	0.670809
RP3-323A16.1	-0.565622	-0.117542	0.299577	0.671079
SMPD1	-0.1044	4.71349	0.299753	0.671268
SREBF1	0.146314	4.44465	0.299774	0.671268
RP11-619A14.3	-0.489898	0.67483	0.299894	0.671268
TMX1	-0.174063	2.80075	0.299919	0.671268
NPTN	-0.0970952	4.97799	0.299924	0.671268
KLHL2	0.403819	1.37977	0.299934	0.671268
GOLGA2	0.0906843	5.89067	0.300022	0.671363
NALCN	-0.639262	-0.0614983	0.300072	0.671373
POP7	-0.157464	3.79757	0.300135	0.671412
GRHPR	-0.0905292	6.10679	0.300195	0.671445
ECD	-0.134613	3.78604	0.300343	0.671673
CREG1	-0.0993237	4.98926	0.300427	0.67176
RP4-755D9.1	0.404531	0.516622	0.300624	0.671878
ITGB3BP	-0.250757	1.77668	0.300637	0.671878
PANK4	-0.108162	4.85684	0.300649	0.671878
APPBP2	0.116592	4.49222	0.30069	0.671878
ALG5	-0.188987	2.69704	0.300708	0.671878
RPS6KL1	-0.168862	3.41448	0.30077	0.671914
KIF17	0.555596	0.0688456	0.300816	0.671916
TTC28	0.145804	4.04036	0.300914	0.672033
TBL3	-0.137771	3.89452	0.301086	0.672087
ELN	-0.214589	2.42478	0.301098	0.672087
CMTR1	-0.090435	5.20969	0.301157	0.672087
FAM101B	0.184726	3.36939	0.30124	0.672087
IQSEC1	0.0904918	5.65627	0.301297	0.672087
SAP30BP	-0.122967	4.32953	0.301389	0.672087
LDHA	-0.0830567	9.86003	0.301394	0.672087
RASA4DP	-0.491881	0.566426	0.301398	0.672087
PRKAB1	-0.177548	3.04105	0.301404	0.672087
PALM	0.275838	1.96114	0.301448	0.672087
STAT5A	0.142306	3.55633	0.301658	0.672373
NAV1	0.194717	3.5165	0.301708	0.672382
SPX	-0.155747	3.34357	0.301785	0.672399
HPN	-0.269067	2.22605	0.301852	0.672399
DNAJC15	-0.102385	4.95835	0.301908	0.672421
PRG4	0.65842	0.240571	0.302135	0.672697
FLAD1	-0.125524	4.14228	0.302148	0.672697
NECAP2	0.213188	2.60933	0.302169	0.672697
ZNF354C	0.25422	2.14607	0.302331	0.672704
RBFA	-0.188526	2.7521	0.302363	0.672704
C17orf51	0.241911	2.46256	0.30239	0.672704
DNMT3A	0.0823029	6.18455	0.30239	0.672704
KIAA1524	0.421344	0.45723	0.302447	0.672704
ASB1	0.0884081	5.7775	0.302494	0.672704
COPS7A	-0.0944775	5.97604	0.302494	0.672704
SEMA7A	0.450783	0.394004	0.30261	0.672704
UGDH	0.317559	1.74434	0.302673	0.672704
SS18	0.207456	2.98926	0.302708	0.672704
CIITA	0.244271	2.60202	0.302725	0.672704
YBX3	-0.0712175	11.1668	0.302765	0.672704
IAH1	-0.125616	4.35009	0.302877	0.672851
SHMT1	0.145837	3.65966	0.302949	0.672911
CHTF8	0.171257	3.92594	0.303132	0.673215
RP11-680G24.4	0.448191	0.835746	0.303181	0.673224
PSMC3	-0.083608	6.76847	0.303235	0.673243
HSD17B4	-0.084962	5.93953	0.303448	0.673357
GTPBP6	-0.110882	5.57771	0.303462	0.673357
SPSB1	0.169554	3.54575	0.303469	0.673357
ERICH1	-0.22171	2.84542	0.303781	0.673885
SPRY2	0.160047	4.12774	0.303814	0.673885
FGF9	0.413242	0.572383	0.303973	0.673885
C7orf55-LUC7L2	-0.102807	4.91	0.303983	0.673885
BAHCC1	-0.165164	3.56667	0.304027	0.673885
RP11-43N5.1	-0.425575	0.427718	0.304115	0.673967
PITHD1	-0.0940694	5.09574	0.304155	0.673967
PKMP1	-0.116133	4.38868	0.304324	0.674213
DERL3	-0.566861	0.120655	0.304424	0.674213
TCAP	0.0736949	11.949	0.304426	0.674213
FBXW5	0.104542	6.83868	0.304449	0.674213
RP11-857B24.3	0.526009	0.28944	0.304677	0.674594
C1GALT1C1	-0.241515	2.42307	0.304737	0.674594
SEC22B	0.215559	2.76996	0.304759	0.674594
CYP4B1	0.248596	1.92795	0.304934	0.674624
RP11-380G5.3	-0.150021	3.4733	0.304969	0.674624
C1orf162	-0.233276	2.11398	0.304995	0.674624
ARHGDIA	0.135399	3.96935	0.305005	0.674624
DCDC2	-0.490006	0.0962101	0.305033	0.674624
C15orf57	-0.243107	2.64815	0.305047	0.674624
EIF2D	-0.0980059	5.60267	0.305151	0.674753
ARPC1A	-0.151653	3.96988	0.305264	0.674902
CTSZ	0.123017	4.56244	0.305778	0.675804
TAP2	-0.217187	2.46329	0.305799	0.675804
NEDD4L	-0.0897216	5.43334	0.305809	0.675804
GNAL	0.129877	4.1876	0.305986	0.676057
SUPT4H1	-0.0982777	4.96187	0.306015	0.676057
PUS1	-0.194971	2.42995	0.306091	0.676093
TRAM2-AS1	0.275933	1.80254	0.306194	0.676093
COX17	-0.117772	4.50319	0.306224	0.676093
USP48	-0.0906149	5.28713	0.306261	0.676093
RFC3	0.466892	1.17029	0.306389	0.676197
AEBP1	-0.285075	2.40794	0.306412	0.676197
RP11-156E6.1	0.353799	1.31299	0.306445	0.676197
ASB2	-0.0780529	8.64995	0.306569	0.676201
BEST3	-0.0943365	5.46405	0.306578	0.676201
DNAJC21	0.0816823	6.67241	0.306592	0.676201
PEMT	-0.181543	2.69597	0.306667	0.676201
ELP3	-0.0978351	4.85549	0.306677	0.676201
TTYH3	0.255216	1.9035	0.306897	0.676587
RP11-27I1.4	0.684163	0.477127	0.306967	0.676639
CNOT7	0.0861769	6.27994	0.307297	0.677164
RPL39	-0.142713	3.89219	0.307429	0.677346
INTS2	0.190837	3.19494	0.307682	0.677346
ATP6V0E1	-0.123625	4.946	0.307765	0.677346
DPY30	-0.155415	3.37623	0.307793	0.677346
CAMK2B	-0.0874394	7.28701	0.307889	0.677458
SSX2IP	0.240189	2.52735	0.30794	0.677468
CTD-3064M3.7	-0.307889	2.18638	0.308137	0.677588
ATR	0.204423	2.96021	0.308171	0.677588
MYRIP	0.377608	1.66668	0.30819	0.677588
RP11-284B18.3	0.309335	1.50725	0.30824	0.677588
KIAA1841	0.297471	2.21516	0.30827	0.677588
GAPDHP40	-0.0858202	7.6241	0.308298	0.677588
LMCD1	-0.0820675	8.24366	0.308367	0.677588
TOR4A	-0.421897	0.6528	0.308377	0.677588
MYCBP2	0.0992612	5.37413	0.30848	0.677588
RBM26-AS1	0.495208	0.0231116	0.308517	0.677588
CDK7	-0.193277	2.71393	0.308656	0.677588
PIGK	0.158516	3.67953	0.308666	0.677588
IFT80	-0.240583	1.88608	0.308712	0.677588
EIF4G3	0.08413	6.70715	0.308715	0.677588
IGFBP4	-0.13303	4.83554	0.308749	0.677588
ZNF461	0.335781	1.17934	0.308758	0.677588
RP11-114M5.1	0.628233	0.0700361	0.308809	0.677588
SEMA3F-AS1	0.461254	0.354757	0.308821	0.677588
MAP4K2	0.269668	1.62516	0.30887	0.677593
SLC25A11	-0.0823833	7.37248	0.309386	0.67833
CASQ1	-0.0731209	11.2106	0.309387	0.67833
AKR7A2	-0.123511	4.38974	0.309418	0.67833
FAR2	0.301907	1.27322	0.309447	0.67833
FDXR	0.458234	1.23398	0.30957	0.678337
GAPDHP68	-0.596616	1.12851	0.309576	0.678337
STX7	-0.107181	4.93027	0.309746	0.678582
SLC37A1	-0.254631	2.65818	0.30978	0.678582
LAPTM5	0.436056	0.864708	0.310006	0.678975
C2orf42	-0.229213	2.39398	0.310053	0.678977
UBA5	-0.104188	4.97597	0.310181	0.679038
CTSB	-0.082721	7.01888	0.310227	0.679038
L3MBTL4	-0.503223	0.451813	0.310303	0.679038
DZIP1	0.334698	1.24385	0.310316	0.679038
P2RX5	-0.23688	2.56008	0.310429	0.679038
