logFC	logCPM	PValue	adj.p.value
UNQ6494	-1.02431	1.08411	0.00810587	0.110003
LARP7	-0.24127	5.07283	0.00810611	0.110003
SYNCRIP	0.249219	5.89762	0.008125	0.110111
HIVEP1	0.549604	2.69723	0.008129	0.110111
LTN1	0.313071	5.06115	0.00813932	0.110135
RNF145	0.479907	3.36317	0.0081532	0.110135
RBPJ	0.260349	5.12833	0.00818238	0.110352
APOE	-0.456995	3.18131	0.00818416	0.110352
SCN7A	0.46548	3.61014	0.00819819	0.11044
BPHL	-0.454713	2.99031	0.00820799	0.110471
WDR53	-0.575842	2.47052	0.00824004	0.110659
MTMR12	0.413232	3.20813	0.00824209	0.110659
PLEKHA2	-0.529981	2.43131	0.00824838	0.110659
CCDC117	0.638297	1.75597	0.00825196	0.110659
TXNIP	0.322953	10.0546	0.00828432	0.110992
UBL3	0.259158	5.25948	0.00829546	0.111015
POLG	0.257942	4.98114	0.00831627	0.111015
RP11-864N7.2	-0.264304	5.18119	0.0083201	0.111015
NMD3P1	1.68615	-0.16894	0.00832365	0.111015
AC004453.8	-0.257492	5.56765	0.00837578	0.111609
MRC1	1.0963	0.693282	0.00839043	0.111647
DCAF5	0.221983	6.78114	0.00839375	0.111647
RMND5A	0.221339	7.14227	0.00841363	0.11181
PPP4R1	0.335486	4.22344	0.0084269	0.11183
PPP2R1B	0.422286	3.00855	0.00843025	0.11183
TIMM9	-0.43165	3.4637	0.00846509	0.112191
GATSL2	0.336483	4.69234	0.00848997	0.11242
LRRC14	0.461004	3.09896	0.00851515	0.112652
KLF9	0.217746	7.02016	0.00854294	0.112911
MEF2BNB	-0.436342	3.02169	0.00855005	0.112911
ATP13A3	0.351261	4.00124	0.00856199	0.112968
PLS3	0.327425	4.59102	0.00859498	0.113302
CAMLG	-0.27928	4.71034	0.00861979	0.113527
FBLN2	0.343677	5.54845	0.00863146	0.11358
PFKP	-0.567955	2.26957	0.00865251	0.113654
FEN1	-0.503128	2.85902	0.00873069	0.114579
PRSS45	-0.709235	2.61377	0.00875442	0.114788
ZBTB38	0.273121	5.84617	0.00876492	0.114824
ATP5G2P4	-0.304381	4.68702	0.00878176	0.11494
UPK3A	-0.662069	3.12648	0.00878941	0.11494
RELT	0.432486	2.99365	0.00889743	0.11625
UBN2	0.282474	5.08082	0.00892385	0.116492
